,sigma,tau,V_m (nm3),Eccentricity(Ear),Eccentricity(Eal)
Run 1,0.08521137439129906,0.18265357798629264,0.39024247198051076,0.2143612371106282,0.12753133853126927
Run 2,0.1001585053357519,0.1478413521948313,0.37964511833003484,0.2493333377984841,0.12302168634089777
Run 3,0.0707484210778059,0.20561219184733426,0.42888422708746854,0.17299959861510394,0.12175556137228734
Run 4,0.10256027361511282,0.18253851811537772,0.4359376858115231,0.18705255659838624,0.09191096585960011
Run 5,0.13950558056463433,0.1233303541871588,0.4699338307618801,0.16071420761321206,0.10651602687311462
Mean,0.1,0.168,0.421,0.197,0.114
95% CI,"(0.068, 0.132)","(0.128, 0.209)","(0.376, 0.466)","(0.153, 0.241)","(0.096, 0.132)"
