,sigma,SP3 (LIN),SP3 (BR),SP2,Ring,V_m (nm3),Eccentricity(Ear),Eccentricity(Eal)
Run 47,0.07891731313088293,0.08688362506109473,0.01679849151018542,0.17854315825577066,0.025041909812303104,0.39805261111807366,0.12025816442969262,0.09550472668199682
Run 48,0.10510670560424741,0.051838270050759576,0.01775987031612373,0.14834267503672477,0.03175618421256769,0.3826764319853566,0.165078105935636,0.0974417568585841
Run 49,0.08679399087790268,0.061831408500315606,0.02737124067079046,0.19370975043855215,0.025856034707540974,0.3373464642959803,0.18686767590561906,0.08022343460329873
Run 50,0.04016497216845605,0.05160106881101811,0.028746183127537208,0.2318462086586215,0.03384790271297089,0.4127942510349553,0.11429249230517584,0.08670692118126512
Run 51,0.06987484781205422,0.056233567099148,0.022962084383123308,0.2250571375204273,0.019683477034532458,0.360267597505596,0.17706059212881034,0.06886069651630834
Run 52,0.04987119525515316,0.08177228091065596,0.018724112567079964,0.1659735560466777,0.04322387086498412,0.3771120436800169,0.14642237138665087,0.11690056928878129
Run 53,0.10408979493983567,0.0647009547471082,0.02141137777700973,0.15397309565368014,0.03304229899721085,0.3666986547854828,0.16437477484847843,0.09170904825119436
Run 54,0.06555978737815879,0.062268572470904414,0.019094115397432714,0.18581535634114074,0.03699639245083417,0.4008733023915264,0.1436308101413683,0.08576166342863445
Run 55,0.043938217567196826,0.051787695510421825,0.024689360020848143,0.19774910331077006,0.03787946336968891,0.44168757485157706,0.129918855131767,0.07234973023773025
Run 56,0.08199019833289133,0.08527992300612326,0.025556562663418412,0.18743169108876567,0.024483531214256598,0.3903834853745639,0.13746796073328568,0.06740664758669511
Run 57,0.07797090974051891,0.08044993839089983,0.01884562776524669,0.15847085125693589,0.031105622021353384,0.3573567994074392,0.18046530442036546,0.09533494699724084
Run 58,0.0659575426766152,0.05267289587186249,0.018552049200416133,0.1798788485752047,0.0444734658168782,0.39553882779205596,0.12107316111585675,0.12185320895111054
Run 59,0.06153733860244604,0.06385670251800497,0.0151620918896027,0.25779524035010565,0.015061334237885752,0.43063390102788857,0.09056224986112472,0.06539114151294158
Run 60,0.06668600281921645,0.09334055104980292,0.01797287310512468,0.11634141250014338,0.03836111278581574,0.4415459765664193,0.139845794727285,0.08590627644619266
Run 61,0.04923825070487624,0.07389145837140793,0.013460859749095873,0.24845708668552585,0.015705244186326545,0.44018629492398786,0.08529705019272457,0.07376375518605513
Run 62,0.09289706227509832,0.09234991051417314,0.012708456380185513,0.1598302369828904,0.03423660323804196,0.3674059540774156,0.15445556097871038,0.08611621555348474
Run 63,0.07833657856848895,0.07283643430962435,0.014610099281886314,0.19262984542559308,0.033195764531639055,0.4368922684068077,0.11286853919242142,0.058630470283539265
Run 64,0.08291379678558121,0.07949477188201604,0.032492449681097726,0.13555275314084983,0.03519076791483755,0.3721197164271219,0.138223499130505,0.12401224503799088
Run 65,0.07913765931274544,0.1062452001997017,0.013253519135432403,0.10736206030202526,0.05570493633162101,0.39936488097570744,0.16129826552076598,0.07763347822200083
Run 66,0.10417742826268801,0.06836030043345466,0.018693407863136422,0.12678097570723657,0.04813661949119158,0.41937079961927815,0.15707848051064482,0.05740198811236981
Run 67,0.07065388711586566,0.10776081911629848,0.025790572563107586,0.14185110496185327,0.02969007036673169,0.4012735302466921,0.11717719688619754,0.10580281874325381
Run 68,0.08369732552866367,0.07717058887350724,0.014511185367854043,0.19607121977967323,0.020526468912526175,0.3771775676057343,0.14366844310860435,0.08717720082343705
Run 69,0.07636400167177777,0.09087490317313592,0.018673621165961652,0.2124868087080392,0.032399542003030926,0.2908975641143362,0.14584773107117424,0.13245582809254405
Run 70,0.06429729804438009,0.06701225619921214,0.029684006788579433,0.1606966487537656,0.046685206552567964,0.37170644370085987,0.16044108085356076,0.09947705910707413
Run 71,0.08095430589707793,0.089712064977568,0.02686561460497385,0.1187123474175887,0.04251249173840531,0.3680704685869242,0.1752679104380735,0.09790479633938844
Run 72,0.07265767847119947,0.09105491281681236,0.0160232332063,0.1725331662790063,0.01907061301381664,0.41312862138191375,0.16000202406474165,0.055529750766209834
Run 73,0.07135851227190823,0.059325903007501485,0.019401558851299926,0.1991965686141353,0.029221522648682913,0.3873070891192295,0.12369488616889585,0.11049395931834675
Run 74,0.07687895430042349,0.08895311681718412,0.01976263623566983,0.16742110092140008,0.025708638136335744,0.4132801707553124,0.11763116892896357,0.09036421390471075
Run 75,0.10946890399884344,0.05967608709073592,0.00887475851259073,0.16767601906443008,0.01567038193508149,0.42193545586786163,0.12486976784454143,0.09182862568591528
Run 76,0.09311520454552666,0.07788064003849798,0.009018396706069007,0.18414129462849704,0.031999356192115205,0.3593568950242094,0.1314500860351654,0.11303812682991937
Run 77,0.06139976688138722,0.0596320299675751,0.0188241125754202,0.1926098669296423,0.06495446872535138,0.4122992409983107,0.13873737729020108,0.051543136632111894
Run 78,0.10349692547663177,0.06618252529060834,0.0322158151393619,0.11726042053577403,0.015695037070555393,0.321556872552044,0.23962859019457708,0.10396381374044741
Run 79,0.08566277644352988,0.06731862245645108,0.01900601257482603,0.15290597449968246,0.025648878040154366,0.3601352159543307,0.20193592363801943,0.08738659639300618
Run 80,0.08134541792294689,0.06699717790233135,0.008002167045863734,0.2090559930317605,0.03138437836416425,0.3958055745853156,0.15187229898137755,0.05553699216624013
Run 81,0.05668274814427419,0.054577140416455325,0.012194561669268262,0.23691414575608544,0.014765420481339924,0.45452968093778906,0.07765698922245856,0.09267931337232918
Run 82,0.0870579956128006,0.06296147874721146,0.017344320154364906,0.1674726650154353,0.028257220532805678,0.3894140240914816,0.12349521210120795,0.12399708374469247
Run 83,0.08610682580993416,0.07100240583420571,0.014423518153269336,0.12585294176754874,0.02884027102652531,0.40984437889908215,0.1846070215111204,0.07932263699831424
Run 84,0.08690546982840738,0.09016986398487306,0.020547663670977295,0.15163379946814412,0.03162914814839569,0.4184575249443695,0.13806866551503358,0.06258786443979938
Run 85,0.054240674218594034,0.08348535772168192,0.019933455360888894,0.20187167228958922,0.016482728445728154,0.44452537307664136,0.11068631459729676,0.06877442428957965
Run 86,0.07817868739321442,0.07545165396295281,0.027806894356634547,0.2427877508811325,0.02958226175558253,0.37548023803379893,0.0842852347618463,0.0864272788548379
Run 87,0.1243116936103585,0.08639483470570314,0.02566578555648382,0.09439019961072706,0.04087760892208348,0.3707691206021873,0.1779129705411955,0.0796777864512612
Run 88,0.06416529755674563,0.0602812544388748,0.03032647959819983,0.2110399167707404,0.025137729057617225,0.4099081947205571,0.10501564205528889,0.09412548580197609
Run 89,0.11515907784375695,0.07537687473406182,0.0214142299797032,0.1053700796620288,0.024836990661075423,0.36665463635394,0.21449479968251098,0.07669331108292286
Run 90,0.10637162768628473,0.09123013233747262,0.016729546577814752,0.162313865408638,0.037002790126311816,0.3222834195579363,0.16150390900688738,0.10256470929865441
Run 91,0.08539592549370595,0.0696314091227666,0.022146947271319453,0.19107531704403022,0.033140556461558585,0.3377434423052616,0.17604803171420674,0.08481837058715075
Run 92,0.09480529779961441,0.07923990993117067,0.02895306931666673,0.15698452323899045,0.02120130446259903,0.33434445307158006,0.19776355778944293,0.08670788438993565
Run 93,0.07973742313159038,0.07170478694515445,0.013545622985900275,0.21124656404538797,0.03693821490434393,0.3293446357125264,0.14721353373567683,0.11026921853941976
Run 94,0.06884676977975297,0.05514864112176797,0.013783367426811818,0.21349095040052493,0.04166579152968839,0.3897256565542207,0.12404350538645845,0.09329531780077477
Run 95,0.07530651288384234,0.057752687629175785,0.0235895739383345,0.21602026208657332,0.020723620137216896,0.39174191001558784,0.1343198869748979,0.08054554633437146
Run 96,0.09290866427316842,0.08047386101753391,0.019822315733344614,0.12364860298209274,0.017759515501471826,0.4696061683940646,0.13011407009425627,0.06566680200406763
Run 97,0.07722824831919399,0.06719650033180039,0.020784854767346504,0.1668842148129428,0.029028200124485225,0.36658775581919223,0.1914152573460203,0.08087496847901857
Run 98,0.06636527444597928,0.06933049584937066,0.015570333573271596,0.23299432040809642,0.02659600251103699,0.3852411647718502,0.11909127259032432,0.08481113585007047
Run 99,0.07681945202513184,0.08397296378316876,0.018286517531557727,0.1179875466186199,0.05553364036553023,0.40626623208111373,0.14637950540186875,0.09475414219300897
Run 100,0.06001707773164327,0.04522916040138605,0.019934825718043957,0.24672079330396327,0.036206651805521545,0.3638660199910855,0.11548109742231227,0.11254437362604416
Mean,0.081,0.074,0.019,0.176,0.031,0.384,0.144,0.09
95% CI,"(0.077, 0.084)","(0.071, 0.077)","(0.018, 0.02)","(0.169, 0.184)","(0.029, 0.033)","(0.378, 0.391)","(0.138, 0.15)","(0.086, 0.093)"
