,sigma,SP3 (LIN),SP3 (BR),SP2,Ring,V_m (nm3),Eccentricity(Ear),Eccentricity(Eal)
Run 59,0.1181058539243193,0.1012934513486896,0.0366412950423622,0.04079706965116757,0.019120684664058845,0.4092640203788856,0.1572195217670169,0.1175581032235
Run 60,0.11970183281381955,0.1307771545017134,0.050291991941717136,0.03288885547331974,0.01511507915356118,0.46306558603916254,0.11237177247140724,0.07578772760529938
Run 61,0.10570191143797983,0.09581710845025425,0.05897720897386136,0.03943450392725041,0.034385924681289884,0.3933234761788289,0.1587570174143769,0.11360284893615845
Run 62,0.1480111489440745,0.07602954243473649,0.03703337952080516,0.031075329258399276,0.019491478926401455,0.40648179257013994,0.14166758343021946,0.14020974491522376
Run 63,0.11960523145675171,0.06707625251476614,0.04460910764555555,0.03334049595968463,0.01974044283940469,0.38383211795927347,0.17085694375027335,0.1609394078742906
Run 64,0.11972224419850426,0.10978351840963142,0.05024316110821803,0.041798489990673135,0.01291194664377852,0.45520575033811983,0.1238104595034304,0.08652442980764428
Run 65,0.1274705040556752,0.07248830231442903,0.05733832769011475,0.014252962551167658,0.02331930449243375,0.33849050541217024,0.21346839151990926,0.15317170196410024
Run 66,0.12178772763789097,0.08744951841967222,0.045101748424133975,0.0412301145190885,0.015965804067483755,0.48210526002897586,0.11867142894262366,0.08768839796013105
Run 67,0.13291808895461996,0.06247539614206844,0.031287848037881316,0.031893566704705806,0.018141347410652892,0.3328282789026347,0.18715381920972435,0.20330165463771252
Run 68,0.11119046476210658,0.06985796197782207,0.03132364729299217,0.021049793256126728,0.020192452375687554,0.4780262589025518,0.16616603596423413,0.10219338546847895
Run 69,0.11548985854146504,0.08314206394293142,0.04799856286254891,0.02880835938244779,0.0335752993497162,0.4030847060624821,0.18104893733665692,0.10685221252175156
Run 70,0.09111363548272225,0.09149039060794806,0.07214041734237822,0.044004090201638896,0.016328286032699216,0.4367744417293134,0.15136105511499884,0.09678768348830108
Run 71,0.15401896968731707,0.06818107060427175,0.02133066954626249,0.02192733253092884,0.009954836010051564,0.4133538315378507,0.24985575747902017,0.061377532604297416
Run 72,0.14874479799272616,0.04736771901543288,0.03618962801566374,0.04852223294625655,0.021826169472174962,0.3849927028956857,0.18795223539409828,0.12440451426796173
Run 73,0.10877823812559824,0.12670927539652063,0.028230314563847725,0.015494386428855944,0.009045780715302059,0.3935921439442306,0.1928597645314695,0.12529009629417542
Run 74,0.1378625163073268,0.06820950854725415,0.07548079043682754,0.031402861183740215,0.0220765994759768,0.461416423572642,0.13864129982167794,0.06491000065455456
Run 75,0.1465772962676555,0.09851203048990226,0.07501128850208565,0.029128524929663745,0.029564443150865115,0.4043140486290158,0.1299189382613845,0.08697342976942744
Run 76,0.08282634547207704,0.08720386109305561,0.04690875334534401,0.03632268174951138,0.021887377239282538,0.4253982138931008,0.19124346810760912,0.10820929910001957
Run 77,0.11665070411926554,0.0892271237265665,0.07444895590330104,0.025643175379542495,0.017220659144637135,0.4292436665288968,0.13297705088000428,0.11458866431778633
Run 78,0.13786481818070948,0.09520929225678963,0.05647803309512754,0.02300223098655381,0.025088989075007968,0.3427365901673849,0.18897340578235322,0.13064664045607358
Run 79,0.179675287942035,0.09027062246075727,0.028438025771689496,0.023699738241649893,0.016395774633157303,0.36209825011699776,0.23430560695345834,0.06511669388025502
Run 80,0.09574753014593057,0.09248353995876026,0.0244393494037739,0.03705622157995129,0.031639186313254006,0.39173390017688026,0.18715527623222325,0.13974499618922656
Run 81,0.10340925331001784,0.06361986672291862,0.035678501540322725,0.033314995782422585,0.0220512248109664,0.45623962375765353,0.15993052158977317,0.12575601248592516
Run 82,0.10170637817758439,0.09300308074291617,0.05940379041503158,0.028097421122299585,0.021376729735205206,0.449497155590055,0.14352350416784082,0.10339194004906728
Run 83,0.1227475451864586,0.06070323221509607,0.04258103897698965,0.02875377485885186,0.022303603942799996,0.3595029589233387,0.24351308940296895,0.11989475649349621
Run 84,0.1889242218311248,0.08044740548943755,0.03496329283244622,0.04314133871235901,0.026913150411328843,0.318060185336714,0.1946663635241866,0.11288404186240307
Run 85,0.12559699684440842,0.09784006687495675,0.0679518575176123,0.023872828089525643,0.013968453690001038,0.4028668053575292,0.1844374736377003,0.08346551798826646
Run 86,0.12732683361918404,0.06351724832675851,0.04107185906830493,0.02046317055490252,0.02102381388652178,0.45590557725805636,0.19492041282615535,0.07577108446011654
Run 87,0.1143256237709182,0.09943094682387241,0.055793319256971834,0.025006032713462426,0.019751028326781935,0.39176810038195237,0.18484972198981556,0.10907522673622522
Run 88,0.13482431341325438,0.08484198817523768,0.041149073442016064,0.02737486959025918,0.021340929178362743,0.41361034760671345,0.19109002930141994,0.0857684492927367
Run 89,0.1383010248855673,0.09018537939953768,0.06056405739979343,0.020141940540329913,0.024048368416677294,0.4001687887424261,0.16262659808902957,0.10396384252663864
Run 90,0.13714685979972754,0.08272823306226827,0.038132789129183164,0.028742403169251397,0.017174952182548064,0.3646902690667199,0.22116110210856313,0.11022339148173856
Run 91,0.13693396028366128,0.1091687460474218,0.03704210138456489,0.026424934690175473,0.021733754427708467,0.3587648011364141,0.18927435049254854,0.12065735153750536
Run 92,0.13699673007681987,0.09647458360168004,0.060259617862822745,0.02579513031914133,0.025333718522174795,0.40822442862776837,0.1285162723804976,0.11839951860909526
Run 93,0.1262832188116789,0.06276664741076739,0.03846191315504188,0.026327879398983838,0.023728733030301746,0.3714854527519125,0.19852117239686687,0.15242498304444682
Run 94,0.06826700418328405,0.12438824950728007,0.05767622948918075,0.02415421529368369,0.011033445008203772,0.36652728708753124,0.22184478959687196,0.12610877983396454
Run 95,0.11041986882774905,0.06940534727459308,0.040068537898401424,0.038598488035306196,0.026598469901811857,0.4199098979392549,0.20446097296995205,0.0905384171529314
Run 96,0.11719296083809176,0.0666867203582825,0.04542500622542991,0.028660949923965836,0.016407646821135703,0.46309279954277666,0.1686000256176403,0.09393389067267736
Run 97,0.14343043946895148,0.108896311712664,0.06600211053097507,0.03449083111013303,0.020713836900475267,0.4340558589339076,0.07996550541368945,0.11244510592920422
Run 98,0.13347859099781226,0.09097145674349354,0.04156175238425693,0.025805036701332086,0.01716883049520802,0.41115080435301865,0.1634246953436712,0.11643883298120727
Run 99,0.12604409391372115,0.07874969122826708,0.06172318829264107,0.029910146407637256,0.016276194325355268,0.4038271548826826,0.15339359433120758,0.13007593661848804
Run 100,0.11111535193935684,0.08397536372044866,0.04299400825287985,0.02800097180735546,0.015874555932898292,0.389293878682244,0.23738163241283528,0.0913642372519814
Mean,0.126,0.083,0.046,0.03,0.021,0.401,0.182,0.112
95% CI,"(0.121, 0.131)","(0.08, 0.086)","(0.044, 0.049)","(0.028, 0.031)","(0.02, 0.022)","(0.392, 0.409)","(0.176, 0.189)","(0.107, 0.117)"
