,sigma,tau,V_m (nm3),Eccentricity(Ear),Eccentricity(Eal)
Run 93,12.951802874260176,-24.24141457989397,22.227237682082976,1.300741558495911,-4.0060044441846445
Run 94,13.756396449176947,-20.833367238979665,20.96039252829885,-1.0648977453471062,-1.8469646569833362
Run 95,15.152252150270659,-20.57966695152688,19.640578918253045,8.25303505055177,2.4589748536392855
Run 96,11.98169446132959,-20.284146584166688,12.738060291503766,5.001108356462957,4.082221991841089
Run 97,10.206173268260935,-21.0373948977514,15.222215987069172,6.097706582275754,0.10559619930979741
Run 98,14.215758486859347,-23.919788407285075,24.94784001236273,5.372491836678357,-1.27178631653962
Run 99,11.64544377310727,-20.69456035148428,19.364580187268402,7.589761370819579,1.0533455925985433
Run 100,18.86899968641845,-27.159789293031288,27.394899778105287,6.743007403245505,-5.954978881603214
Mean,14.822,-22.892,19.681,6.269,1.528
95% CI,"(14.343, 15.301)","(-23.489, -22.295)","(18.854, 20.507)","(5.628, 6.91)","(0.847, 2.208)"
