,sigma,SP3 (LIN),SP3 (BR),SP2,Ring,V_m (nm3),Eccentricity(Ear),Eccentricity(Eal)
Run 44,18.08652737945577,-11.395323226846166,0.3960027739306349,0.639353097057541,-19.326154590945347,14.817880407718361,32.89756204197418,17.821639537823238
Run 45,16.12521210728902,-13.408200133645305,2.3112323524638247,3.794953261056024,-15.571007072583424,12.210269063093236,29.931261788311573,18.81461317880353
Run 46,8.773255743245695,-8.029606209884134,9.965522547863536,4.915767198611849,-19.074515739263155,4.562244593501365,31.930029734163643,20.39297763857642
Run 47,8.008128596225426,-16.247526454474283,0.8969800350141631,3.666342156433439,-18.73328694198506,17.02897361951698,30.616084775898848,15.62799644254769
Run 48,9.064634747858321,-9.270934385455906,1.668075061316454,3.276612277315549,-20.811568929473296,11.549158052402245,32.39747851182336,19.63156653074818
Run 49,11.324621963825948,-12.848136842595634,1.9274377426847313,-1.9606688349624957,-13.677133126498155,18.049428389665156,24.308069498115607,15.158308509702204
Run 50,7.674795326637361,-7.957350558609133,7.184617110000211,7.433412712446974,-22.352078158960826,5.338927537721354,37.07257075444699,22.043774124578675
Run 51,15.396160997239356,-4.769820193394222,1.3646691402038333,5.474549716782904,-23.248046899892827,1.7357117559902238,41.0448607427802,22.33488908808685
Run 52,13.14864532532805,-11.035111670159225,3.4000430115666767,5.346073179384087,-20.18074312199083,13.085605798002224,30.67927534890379,16.09366897594614
Run 53,12.135250887519387,-13.665632551502572,-0.18423149386434648,3.3352691905755685,-21.997451656260882,18.135248402110587,31.3592886729144,14.79941929295283
Run 54,19.892238075991006,-14.291477404003334,-5.464530883904878,-3.1464299519235124,-14.718612954520141,25.082860602948276,21.55251565355267,14.752318064768124
Run 55,18.52003154448099,-9.244170900710158,5.08024113256438,2.9324209123171205,-19.132742604185697,3.1387504489971456,33.670230519209746,20.766374471927662
Run 56,16.199093818627507,-2.8594194402845794,4.39810359505999,8.214257950871941,-23.58459786894651,3.1201759474337134,36.1561326955775,21.666776560878272
Run 57,15.291424510811295,-13.227287080931687,0.3866593389977222,3.6533279101439615,-21.4830451029118,15.618286739138695,32.483101271493275,13.438382940367163
Run 58,16.392722187079695,-7.075819241110606,8.485676962466764,6.919128828459733,-17.714807558292712,5.146756802005341,32.050240600167406,22.4730454835398
Run 59,18.541353306181744,-10.432181973238807,0.6275490315986311,3.6835302190069235,-21.807751441932623,10.277805989067875,31.401738538843272,18.58381237135464
Run 60,15.800379561029581,-7.3671225904050175,7.399557738801302,4.529342817205439,-17.02501398781055,5.658170552324245,32.85488432552202,21.280338025388435
Run 61,14.560830320738654,-15.775642849484589,1.0667505430071067,3.5473411928631875,-17.341572033870218,13.239323292054419,32.28006282270088,17.61516176897225
Run 62,14.321061834054616,-12.517309571044493,3.5618670237693295,3.768031719508411,-26.408007532284042,11.476529727499141,31.174496336694244,14.983133094983325
Run 63,16.67073079295556,-7.419935910580329,6.529223676572096,0.9998843732704792,-13.941189068019922,5.667988028208534,29.434805707784655,17.429137803088633
Run 64,22.73215559396095,-8.77441699962119,-0.7950599310558575,1.625018182130077,-24.63903707503907,16.926414120971316,28.779987871881204,16.175980431610984
Run 65,13.252935448250113,-7.671024965083115,-2.731030214321054,1.9393144400764017,-21.828625422260767,20.623268148432018,29.235517519335872,17.10219962197766
Run 66,15.016514339907046,-10.86137594781874,2.5710877145377435,2.7457608935059605,-18.189392214466015,10.800743861355086,27.94689745232296,13.8726459053529
Run 67,14.987386580118745,-12.586011857847742,2.121569261106986,-1.0857554733737744,-16.68247029388982,8.748891080999588,33.42129943995932,15.674143496866153
Run 68,11.050652699879391,-3.757510784931434,2.4864440082760586,5.102577311713393,-18.909419334327673,2.6427635690338374,33.48376333772405,23.399252750798876
Run 69,15.979368177194173,-10.222326301221239,2.418485327764863,3.5137286191017036,-16.83153404157361,15.233198674103978,30.75595984432428,16.513494088199877
Run 70,21.373136514678258,-9.408423829210776,3.12993243784293,-0.014067094690791555,-18.884613919493255,7.516574661321722,33.95663772387496,15.294295050851758
Run 71,16.018818484907655,-6.471394686052016,1.430148224120492,6.118314295885013,-20.153991342595294,2.6163350161314436,33.79357440664847,21.464267729607037
Run 72,14.660300882255124,-12.316902265144458,3.412906801849947,3.730025412667481,-16.766838412107074,8.953412174404516,30.682389369581642,15.586553505647245
Run 73,14.912420961332899,-9.579031445586487,3.7608079024251824,5.665422493530296,-23.44893106204291,10.385192006044099,32.96827129994001,16.35357407397015
Run 74,16.789663283017372,-13.596169034713911,1.459146178652715,-6.272459967000296,-11.549115902306552,13.657059215402008,31.439763528175426,15.69120373546394
Run 75,16.25935716619451,-6.11961816008679,2.089544525867156,1.0483584151887027,-17.796531812441103,11.489391644840147,32.540059577781506,18.84074813629776
Run 76,14.779905807420636,-11.407450542544934,-0.015728792241444273,0.7043101788446474,-17.568670760289226,9.724174328652616,29.7506304331205,15.832460732134585
Run 77,13.519635359065274,-3.2236823661509533,-0.7427629082825475,6.069237632693205,-19.974106990274386,4.592739485308402,33.55393647801724,23.607989720061255
Run 78,15.323755176719644,-12.669417612185704,1.3833627203656513,4.8793766225559585,-14.049694987399999,14.577807794411205,28.027665691714084,18.56350291733266
Run 79,13.35005985524174,-12.195026962670825,2.2313327944630137,1.9347321654819658,-22.044054549094422,15.741054484280049,33.82971721508877,16.254885810448872
Run 80,15.502764167062656,-9.550693807007162,6.138155953704442,4.143285499224463,-21.18188961809342,12.349867930180062,30.632532299315262,14.65771674603237
Run 81,15.200325030577117,-10.520859321238357,5.015819050313318,3.029542347126563,-12.460141808971951,8.262969672249815,25.379522746660847,14.354639737187783
Run 82,17.052608704569035,-5.327721707443556,0.10845481153454199,5.458595091797844,-17.777729875996567,1.8726669082439558,32.39146476107005,23.177763561448778
Run 83,25.024558524855983,-10.558872893993163,-2.3430874599616516,-0.615220154148946,-20.10069738746274,21.0369834441183,29.18619224393686,15.967144955988736
Run 84,20.483655292404485,-9.52626564404951,2.7862639052769738,3.4114568878965508,-20.06919814310238,16.547666019956957,27.559934108306887,18.801376822583116
Run 85,15.966225441515151,-12.152754047332945,1.8667739430931234,0.3469229734186293,-10.460022333267448,13.608633682048275,26.772655836472758,18.22285900551153
Run 86,13.919185038692541,-5.922394665443744,8.071155227420693,8.33329361298472,-20.182213979448527,-0.12891820446881644,34.31126574242319,21.76816174893087
Run 87,16.05619314591657,-13.140322496241364,0.13020599923268378,2.446934948753333,-20.06440698190058,19.589157973984,30.018584660268125,17.564854539893744
Run 88,18.789923476293904,-7.793902177966867,1.0528106108908208,1.249145116343729,-19.92433163171544,6.193941380745683,34.454578473373616,19.211920330533555
Run 89,15.80575725624824,-7.648165650550543,6.851907725662007,-0.038183832735451076,-15.50617973195068,9.448906356381702,29.587068662607987,17.519126731268585
Run 90,9.148864797424142,-5.845319043794745,8.093697900583871,7.484231668187292,-20.234650777493986,3.9163876369105735,35.899395890444644,23.261771503399668
Run 91,11.22219484075989,-6.937180249087784,6.915369218105217,5.125685949866734,-15.665133108233903,3.8046754991297487,35.50584400235088,23.4793953186685
Run 92,14.977392823348993,-9.43186485490527,0.973504896658352,0.4464133108654761,-17.737681018201126,11.041948762241475,32.25936068966696,17.85680302126895
Run 93,12.375713347433095,-12.555821849249504,4.492716827807461,-1.6489956994489046,-15.633163024790505,11.993183393420912,28.871091209088902,16.087793909701535
Run 94,14.176075556479102,-12.699477892460317,1.4763248461650262,0.2269612882132582,-15.229923869073579,14.905848787933106,28.35828261303025,14.367256366867444
Run 95,16.64903704794945,-12.001463514867867,2.6710515785876483,2.7539400813263706,-25.256463884555053,8.945296640460548,38.32614303752624,17.928379214190166
Run 96,13.713978761364,-11.553739119236928,2.088296025509298,-0.4495996002836179,-19.65716200231885,10.85701580674102,36.64401176047707,14.647454371978176
Run 97,12.78455429244575,-6.6206361074359545,5.7788484299891945,2.886986821913788,-16.24596590051977,4.162454881984698,29.480410663394725,21.98021161290357
Run 98,22.77934781700937,-12.78136494996589,-0.384651515631343,1.1262480978131455,-20.957848919981128,12.80511169051136,30.93991754458355,16.541949712895498
Run 99,13.433019701436182,-5.716373261987689,3.251273525718283,8.961164081624895,-24.402626632746685,-0.4848226295407646,34.33475248569446,24.173918828841124
Run 100,16.12407606445516,-9.488178182890934,3.550361923429335,3.405589437063921,-21.359619086681395,11.726250698284252,36.1922139425804,13.18676772027182
Mean,15.569,-9.77,2.484,3.373,-19.204,10.21,31.585,18.274
95% CI,"(14.893, 16.244)","(-10.401, -9.14)","(1.946, 3.023)","(2.757, 3.988)","(-19.892, -18.515)","(9.019, 11.401)","(30.845, 32.324)","(17.592, 18.955)"
