label,w,w_abs
sigma,9.646913290803708,9.646913290803708
tau,2.6463237159771618,2.6463237159771618
V_m (nm3),6.775173452375374,6.775173452375374
Eccentricity(Ear),29.463613535336204,29.463613535336204
Eccentricity(Eal),20.27065768140376,20.27065768140376
