label,w,w_abs
sigma,13.286268737448005,13.286268737448005
tau,-18.34967010297752,18.34967010297752
V_m (nm3),18.970214582593037,18.970214582593037
Eccentricity(Ear),8.769026168943455,8.769026168943455
Eccentricity(Eal),1.792360100534206,1.792360100534206
