label,w,w_abs
MATS4i,0.2534591246495148,0.2534591246495148
MATS5i,1.3202135115202414,1.3202135115202414
GATS1c,3.5198120400992803,3.5198120400992803
GATS2c,0.1936679404702425,0.1936679404702425
GATS3c,-2.361514821584171,2.361514821584171
GATS4c,-0.8039212155553407,0.8039212155553407
GATS5c,0.018545904757894208,0.018545904757894208
GATS1dv,1.9317884705783404,1.9317884705783404
GATS2dv,1.3426143895923182,1.3426143895923182
GATS3dv,-0.6189914831344103,0.6189914831344103
GATS4dv,3.112586150562024,3.112586150562024
GATS5dv,0.6508153238980012,0.6508153238980012
GATS1d,2.3836348292083485,2.3836348292083485
GATS2d,-1.7269354535834094,1.7269354535834094
GATS3d,-1.4277749649718392,1.4277749649718392
GATS4d,0.4082844843996189,0.4082844843996189
GATS5d,1.2519823306073792,1.2519823306073792
GATS1Z,0.8967946093892238,0.8967946093892238
GATS2Z,-1.5066423032351102,1.5066423032351102
GATS3Z,1.0412195852644728,1.0412195852644728
GATS4Z,-2.3488945705983975,2.3488945705983975
GATS5Z,0.14527478881154746,0.14527478881154746
GATS1m,0.7203743949988795,0.7203743949988795
GATS2m,-1.9861758467725066,1.9861758467725066
GATS3m,0.8831888689065865,0.8831888689065865
GATS4m,-1.8596397273620418,1.8596397273620418
GATS5m,0.2486982424886047,0.2486982424886047
GATS1v,-1.5491287865315704,1.5491287865315704
GATS2v,-1.284484616351251,1.284484616351251
GATS3v,-1.0712822592759161,1.0712822592759161
GATS4v,1.6064582293946366,1.6064582293946366
GATS5v,0.398238469078723,0.398238469078723
GATS1se,-0.22469713968705513,0.22469713968705513
GATS2se,-0.5522418242656357,0.5522418242656357
GATS3se,-0.1878248561328229,0.1878248561328229
GATS4se,-0.07462166722197236,0.07462166722197236
GATS5se,2.823963408432933,2.823963408432933
GATS1pe,0.1872851848916988,0.1872851848916988
GATS2pe,-0.6310358154793045,0.6310358154793045
GATS3pe,0.5180480442785422,0.5180480442785422
GATS4pe,-0.3394080650626782,0.3394080650626782
GATS5pe,1.5575640206784236,1.5575640206784236
GATS1are,0.34072999538113047,0.34072999538113047
GATS2are,-0.7059239060551703,0.7059239060551703
GATS3are,0.43533288406170295,0.43533288406170295
GATS4are,1.147284334303712,1.147284334303712
GATS5are,2.0074386977883893,2.0074386977883893
