,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
1,AADXAMFLYDYIFS-UHFFFAOYSA-N,COC1=CC=C(O)C=C1N(=O)=O,169.137,1.0,0.0,2.0,75.28,4.0,2.0,1.423,isocyclic,98.16666666666667,0.6236095644623235
4,AAGQJZSBDXYQQB-UHFFFAOYSA-N,CSC1=CC(O)=C(SC)C=C1O,202.298,2.0,0.0,2.0,91.06,4.0,2.0,2.694,isocyclic,128.0,
5,AAJCWARELUECCI-HJMPZSSBSA-N,C[C@H]1C2C3CC4C1[C@H](O)C2C3C4=O,178.231,1.0,2.0,0.0,37.3,4.0,2.0,0.225,isocyclic,86.0,
8,AANPQJBOJRZUNO-UHFFFAOYSA-N,C=CCOC1=CC=C(OCC=C)C=C1,190.242,0.0,0.0,6.0,18.46,4.0,2.0,3.082,isocyclic,35.7,2.0639767440550294
11,AAQXYFJBCSYJOW-UHFFFAOYSA-N,CC1=CC(=O)C2C(C3CC2(C)C=C3)C1=O,202.253,0.0,2.0,0.0,34.14,4.0,2.0,1.118,isocyclic,95.5,
16,AATKQDDJEUUOCH-KVQBGUIXSA-N,O[C@@H]1C[C@@H](O)[C@H](O)C=C1,130.144,3.0,3.0,0.0,60.69,4.0,2.0,-0.4970000000000001,isocyclic,77.0,
17,AATKQDDJEUUOCH-NGJCXOISSA-N,O[C@H]1C[C@@H](O)[C@@H](O)C=C1,130.144,3.0,3.0,0.0,60.69,4.0,2.0,-0.4970000000000001,isocyclic,95.5,
21,AATQJHOWGRZRIL-UHFFFAOYSA-N,CC1(O)C=CC(=O)CC1C1=CC=CC=C1,202.253,1.0,2.0,1.0,37.3,4.0,2.0,1.321,isocyclic,88.5,
23,AAUQIQBALNKDFJ-UHFFFAOYSA-N,C=C1C=CCC2C1C(=O)C=CC2=O,174.199,0.0,2.0,0.0,34.14,4.0,2.0,0.529,isocyclic,33.5,
26,AAWQZNDNJAIMCI-GZMMTYOYSA-N,[H][C@@]12C[C@]1(F)C(=O)C1=C(C=CC=C1)C2=O,190.174,0.0,2.0,0.0,34.14,4.0,2.0,1.162,isocyclic,136.5,
29,ABCIJGOPXVVBDM-BGPJRJDNSA-N,OC(=O)C1=C[C@@H]2O[C@@H]2[C@@H]2O[C@H]12,154.122,1.0,4.0,1.0,62.36,4.0,2.0,-0.68,heterocyclic,145.5,
31,ABFJCCZUMNBAAI-UHFFFAOYSA-N,COC1=C2COC(=O)C2=C(OC)C=C1,194.187,0.0,2.0,2.0,44.76,4.0,2.0,1.476,heterocyclic,170.85,2.406241883103193
37,ABJVCVSZRKYGPJ-UHFFFAOYSA-N,OC1=CC=C2OC=CC3=CC=NC1=C23,185.182,1.0,1.0,0.0,42.35,4.0,2.0,1.7619999999999998,heterocyclic,111.5,
39,ABKPHFSQXBQLGS-UHFFFAOYSA-N,OC1=CC=C2OCOC3=C2C1=CC=C3,188.183,1.0,0.0,0.0,38.69,4.0,2.0,2.639,heterocyclic,148.0,
41,ABSGQVROAPAVNF-UHFFFAOYSA-N,CCOC1=CC(OC)=CC=C1OC,182.219,0.0,0.0,4.0,27.69,4.0,2.0,1.922,isocyclic,42.5,
43,ABTJQVJGYXMJHN-UHFFFAOYSA-N,CCCC1=CC(O)=CC(OCC)=C1O,196.246,2.0,0.0,4.0,49.69,4.0,2.0,2.539,isocyclic,143.0,
44,ABUKWJVIMBFODO-UHFFFAOYSA-N,CC(C)C1=C(O)C2=CC=CC=C2C(O)=C1,202.253,2.0,0.0,1.0,40.46,4.0,2.0,3.67,isocyclic,185.0,
45,ABUQPIALHKNFHF-UHFFFAOYSA-N,CCOC1=CC=C(O)C(OC)=C1,168.192,1.0,0.0,3.0,38.69,4.0,2.0,1.601,isocyclic,35.0,
46,ABVBGAODCWQXJZ-UHFFFAOYSA-N,CC1=C(O)C2=CC=CC=C2C(O)=C1N,189.21400000000003,3.0,1.0,0.0,66.48,4.0,2.0,2.314,isocyclic,177.5,
49,ABWGVDWUQJTHLG-UHFFFAOYSA-N,OC1=CC2=C(OCCCC2)C=C1,164.204,1.0,0.0,0.0,29.46,4.0,2.0,2.093,heterocyclic,83.5,
50,ABXFOYBGBMBCJL-UHFFFAOYSA-N,CC(C)(OC1=CC=C(O)C=C1)C(N)=O,195.218,2.0,2.0,3.0,72.55,4.0,2.0,0.821,isocyclic,173.25,
57,ACIOKJHXMUWHNK-UHFFFAOYSA-N,COC1=CC(C)=C(OC)C=C1NC=O,195.218,1.0,2.0,4.0,47.56,4.0,2.0,1.096,isocyclic,96.5,
60,ACLZNESPSHFOMX-UHFFFAOYSA-N,COC1=C(O)C=C(Cl)C(O)=C1C,188.611,2.0,0.0,1.0,49.69,4.0,2.0,1.705,isocyclic,105.0,
70,ACZIUFBAKCKKDN-UHFFFAOYSA-N,COC1=CC(CO)=C(O)C(Cl)=C1,188.611,2.0,1.0,2.0,49.69,4.0,2.0,1.771,isocyclic,71.0,
71,ACZNCFDVUCUWMC-UHFFFAOYSA-N,CC(C)C1=CC(O)C(C)=CC1O,168.236,2.0,2.0,1.0,40.46,4.0,2.0,0.182,isocyclic,139.0,
72,ADBFBYNBZOZFCF-UHFFFAOYSA-N,COC1=CC(=O)C=C(OC)C11OC1C,196.203,0.0,4.0,2.0,48.06,4.0,2.0,0.316,heterocyclic,135.0,
76,ADJJVILMDKARJA-UTLUCORTSA-N,[H][C@@]12C[C@]3(CC=CC[C@]3(OO1)C=C2)OO,196.203,1.0,4.0,1.0,47.92,4.0,2.0,0.655,heterocyclic,103.5,0.0
84,ADMGWHTWSYEIOQ-UHFFFAOYSA-N,CC(=O)C1=C(O)C(C)=C(C)C(O)=C1C,194.23,2.0,1.0,1.0,57.53,4.0,2.0,2.194,isocyclic,110.08333333333333,1.6624947786050002
94,ADNXFYIXWNAVGH-UHFFFAOYSA-N,CC1=C(C)C(C)(O)C(C)=C(C)C1(C)O,196.29,2.0,2.0,0.0,40.46,4.0,2.0,-0.056,isocyclic,185.0,
95,ADOZCYJUBHXTGN-UHFFFAOYSA-N,CC1=CC(=O)C(C)(C)C2(C)OC12,166.22,0.0,2.0,0.0,29.6,4.0,2.0,0.581,heterocyclic,48.0,
100,ADUSGJRADQMJGN-UHFFFAOYSA-N,OC(=O)C1=C(O)C(O)=CC=C1O,170.122,4.0,2.0,1.0,97.99,4.0,2.0,1.4380000000000002,isocyclic,189.25,
102,AEEKMAKCLFHLPJ-DSYKOEDSSA-N,[H][C@@]12O[C@]1([H])[C@]([H])(O)C(O)=C(C)C2=O,156.138,2.0,4.0,0.0,70.06,4.0,2.0,-0.7490000000000001,heterocyclic,125.0,
103,AEEKMAKCLFHLPJ-LYFYHCNISA-N,[H][C@@]12O[C@]1([H])[C@@]([H])(O)C(O)=C(C)C2=O,156.138,2.0,4.0,0.0,70.06,4.0,2.0,-0.7490000000000001,heterocyclic,164.0,
106,AEFFAIRUARBMOB-UHFFFAOYSA-N,COC1=C(C=C2OC=CC2=C1)C(C)=O,190.199,0.0,1.0,2.0,39.44,4.0,2.0,1.857,heterocyclic,25.0,
109,AEGVOIMUWCYFNO-VWDOSNQTSA-N,CO[C@@H]1[C@@H](O)[C@@H]2CC(=O)[C@H]1O2,158.154,1.0,4.0,1.0,55.76,4.0,2.0,-1.608,heterocyclic,55.5,
115,AENUFKABVWWYQI-XHNCKOQMSA-N,[H][C@@]12O[C@]1([H])[C@@]1([H])OC(C)(C)OCC1=CC2=O,196.203,0.0,4.0,0.0,48.06,4.0,2.0,-0.289,heterocyclic,93.5,
116,AEPYFQXSPSAJOI-UHFFFAOYSA-N,COC1=CC2=C(OC(=O)CC2)C=C1C,192.21400000000003,0.0,1.0,1.0,35.53,4.0,2.0,1.624,,89.0,
117,AEQLFTXOHNBTSS-IZZDOVSWSA-N,COC1=CC(\C=N\O)=C(OC)C=C1C,195.218,1.0,0.0,3.0,51.05,4.0,2.0,2.017,isocyclic,127.0,
121,AEZFHUSCRNLFCA-UHFFFAOYSA-N,COC1=CC(CO)=C(OC)C(CO)=C1,198.219,2.0,2.0,4.0,58.92,4.0,2.0,0.23,isocyclic,108.125,2.2465250944514286
126,AFELMBLPQGNDIS-UHFFFAOYSA-N,COC1=C(OC)C=C(OC=O)C=C1,182.176,0.0,1.0,4.0,44.76,4.0,2.0,1.133,isocyclic,54.3,2.993325909419153
129,AFISIXRORMDOSK-UHFFFAOYSA-N,CCCC1=CC(O)=CC(OC)=C1O,182.219,2.0,0.0,3.0,49.69,4.0,2.0,2.116,isocyclic,106.0,0.816496580927726
135,AFSRELOTSNQPQG-UHFFFAOYSA-N,COC1=CC(O)=C(OC)C(O)=C1O,186.164,3.0,0.0,2.0,79.15,4.0,2.0,0.795,isocyclic,144.0,
136,AFUKNJHPZAVHGQ-UHFFFAOYSA-N,COC1=CC(C=O)=C(OC)C=C1,166.17700000000005,0.0,1.0,3.0,35.53,4.0,2.0,1.548,isocyclic,48.75,3.534270989691004
138,AFVZHJWOFYVPRE-UHFFFAOYSA-N,COC1=C2C=CN=CC2=C(OC)C=C1,189.21400000000003,0.0,1.0,2.0,31.35,4.0,2.0,1.866,heterocyclic,58.0625,1.203835017766139
141,AFYPBOIOQRUIEK-UHFFFAOYSA-N,COC1=CC=C(O)C(CC(C)C)=C1,180.247,1.0,0.0,3.0,29.46,4.0,2.0,3.298,isocyclic,59.0,
143,AFZCPNHEBLFVQF-UHFFFAOYSA-N,OC1=CC=C2OC(=O)CSC2=C1,182.2,1.0,1.0,0.0,71.83,4.0,2.0,1.34,heterocyclic,169.0,1.7320508075688772
147,AGGBRPQDAQOWIM-SREVYHEPSA-N,COC1=CC=C(O\C=C/C(O)=O)C=C1,194.187,1.0,2.0,4.0,55.76,4.0,2.0,1.6769999999999998,isocyclic,125.0,
148,AGGBRPQDAQOWIM-VOTSOKGWSA-N,COC1=CC=C(O\C=C\C(O)=O)C=C1,194.187,1.0,2.0,4.0,55.76,4.0,2.0,1.6769999999999998,isocyclic,118.0,
149,AGHQVRVRMPRUIF-UHFFFAOYSA-N,CC1=CC(O)=CC(C(=O)NN)=C1O,182.179,4.0,3.0,2.0,95.58,4.0,2.0,0.701,isocyclic,213.5,
154,AGQUDWHLJXZJFM-UHFFFAOYSA-N,CCCOC1=CC=C(O)C(C=O)=C1,180.203,1.0,1.0,4.0,46.53,4.0,2.0,2.437,isocyclic,36.0,
156,AGTWZWMCTQMJTR-XAVMHZPKSA-N,C1C=C[C@@H]2[C@H]1[C@H]1OO[C@@H]2C=C1,150.17700000000005,0.0,2.0,0.0,18.46,4.0,2.0,1.551,heterocyclic,63.5,
159,AHAWCDKBXSLZMY-UHFFFAOYSA-N,CC1=CC(=O)C=CC11CCCC(=O)O1,192.21400000000003,0.0,3.0,0.0,43.37,4.0,2.0,0.66,,126.0,
163,AHJFXKVVKNBFPS-UHFFFAOYSA-N,C1OC2=CC3=C(OCCO3)C=C2O1,180.16,0.0,0.0,0.0,36.92,4.0,2.0,1.131,heterocyclic,87.5,
171,AHSFMNWXDFMUFF-UHFFFAOYSA-N,OC1=C2C=CC=C3C(=O)OC(C=C1)=C23,186.167,1.0,1.0,0.0,46.53,4.0,2.0,2.362,heterocyclic,243.0,
173,AHUADBUKFJZUTM-OLQVQODUSA-N,[H][C@]12CC[C@]([H])(OO1)C=C2,112.128,0.0,2.0,0.0,18.46,4.0,2.0,1.248,heterocyclic,85.0,
174,AHUADBUKFJZUTM-UHFFFAOYSA-N,C1CC2OOC1C=C2,112.128,0.0,2.0,0.0,18.46,4.0,2.0,1.248,heterocyclic,86.75,3.031088913245535
182,AHZSWNNTNPHGDO-UHFFFAOYSA-N,COC1=CC=C(OC)C(CC#N)=C1C,191.23,0.0,1.0,3.0,42.25,4.0,2.0,1.616,isocyclic,63.5,
184,AIGXKYFUTCXUNB-UHFFFAOYSA-N,CC1CC2=CC(O)=C(C)C=C2O1,164.204,1.0,0.0,0.0,29.46,4.0,2.0,2.063,heterocyclic,90.0,
186,AIHYYQSTSKPXCK-UHFFFAOYSA-N,CC1=C2OC(=O)CC2=C(C)C(O)=C1,178.188,1.0,1.0,0.0,46.53,4.0,2.0,1.36,heterocyclic,215.0,
192,AIQGCYOEGBCCJV-CKIJPRSSSA-N,[H][C@]12O[C@]([H])(C=C1)[C@@]13C[C@@]21C(=O)C=CC3=O,188.183,0.0,3.0,0.0,43.37,4.0,2.0,-0.802,heterocyclic,148.0,
193,AIQGCYOEGBCCJV-DTIDVZRVSA-N,[H][C@]12O[C@]([H])(C=C1)[C@]13C[C@]21C(=O)C=CC3=O,188.183,0.0,3.0,0.0,43.37,4.0,2.0,-0.802,heterocyclic,114.5,
196,AIVUQNKTJDAYQX-KKMMWDRVSA-N,COC1=CC(=O)C2OC2(C)[C@H]1O,170.165,1.0,4.0,1.0,59.06,4.0,2.0,-0.621,,155.5,
197,AIVUQNKTJDAYQX-RNJXMRFFSA-N,[H][C@]12O[C@@]1(C)[C@@H](O)C(OC)=CC2=O,170.165,1.0,4.0,1.0,59.06,4.0,2.0,-0.621,heterocyclic,154.0,
201,AJELWCGKDYYYRF-UHFFFAOYSA-N,OC1=CC(C=O)=C(O)C2=CC=CC=C12,188.183,2.0,1.0,1.0,57.53,4.0,2.0,2.6010000000000004,isocyclic,193.33333333333334,6.128258770283411
204,AJEULCZANIVLBT-XVMARJQXSA-N,CC1=CC(=O)[C@H](F)[C@H](O)[C@@H]1O,160.145,2.0,3.0,0.0,57.53,4.0,2.0,-0.779,,139.5,
206,AJGSJSRCQWOZPN-OCAPTIKFSA-N,[H][C@]12OO[C@]([H])(C=C1)C(C)(C)C2(C)C,168.236,0.0,2.0,0.0,18.46,4.0,2.0,2.632,heterocyclic,107.0,
207,AJIBKUSSZWVLEA-UHFFFAOYSA-N,CCC1=CC(=O)C2CC=CCC2C1=O,190.242,0.0,2.0,1.0,34.14,4.0,2.0,1.071,isocyclic,51.0,
211,AJKFHXMWFUEUFI-IONNQARKSA-N,COC(=O)[C@]1(C)CC(=O)CC[C@@H]1O,186.208,1.0,4.0,2.0,63.6,4.0,2.0,-0.318,isocyclic,60.5,
215,AJNKRQSECUQOPV-UHFFFAOYSA-N,COC1=CC(C=O)=C(OC(C)=O)C=C1,194.187,0.0,2.0,4.0,52.6,4.0,2.0,1.418,isocyclic,63.0,
218,AJPXTSMULZANCB-UHFFFAOYSA-N,OC1=CC(Cl)=C(O)C=C1,144.558,2.0,0.0,0.0,40.46,4.0,2.0,1.832,isocyclic,105.025,2.0626893852444192
222,AJVZXAFUBIYTLI-UHFFFAOYSA-N,COC1=CC2=C(OC=C2)C=C1Cl,182.606,0.0,0.0,1.0,22.37,4.0,2.0,2.602,heterocyclic,77.0,
224,AJYDGGSANZMNNH-UHFFFAOYSA-N,COC1=C2OC(=O)C=CC2=CC(O)=C1,192.171,1.0,1.0,1.0,55.76,4.0,2.0,1.015,heterocyclic,239.5,
230,AKOGNYJNGMLDOA-UHFFFAOYSA-N,CC(=O)OC1=CC=C(OC(C)=O)C=C1,194.187,0.0,2.0,4.0,52.6,4.0,2.0,1.592,isocyclic,121.99791666666665,1.227334439502489
236,AKRVCGPAANXFME-UHFFFAOYSA-N,OC1(C=CC(=O)C=C1)C1=CC=CC=C1,186.21,1.0,2.0,1.0,37.3,4.0,2.0,1.609,isocyclic,104.07142857142857,2.5167804182068383
239,AKTMJCHTJYNDCF-UHFFFAOYSA-N,O=C1C=CC2(CC3=CC=CC=C3O2)C=C1,198.221,0.0,1.0,0.0,26.3,4.0,2.0,2.015,heterocyclic,100.5,
241,AKWXBZOPMMWZKV-UHFFFAOYSA-N,COC1=CC=C2OC(=O)C=NC2=C1,177.15900000000005,0.0,2.0,1.0,47.89,4.0,2.0,0.831,,132.5,
243,ALCWHITWIVGRQB-UHFFFAOYSA-N,CC(=O)OC1=CC=C(O)C=C1C(C)=O,194.187,1.0,2.0,3.0,63.6,4.0,2.0,1.278,isocyclic,105.5,
247,ALFDIVRUOFJETH-UHFFFAOYSA-N,COC1=C(C)C(OC)=C(O)C(C)=C1,182.219,1.0,0.0,2.0,38.69,4.0,2.0,1.63,isocyclic,68.75,
248,ALGGIBXGDHNITH-UHFFFAOYSA-N,COC1=C(C)C(=O)C(=O)C2=C1C=NC=C2,203.197,0.0,4.0,1.0,56.26,4.0,2.0,0.609,heterocyclic,116.0,
250,ALKNMOOERTXHPV-UHFFFAOYSA-N,CC1=CC2CCC1C1=C(O)C=CC(O)=C21,202.253,2.0,0.0,0.0,40.46,4.0,2.0,2.684,isocyclic,182.0,
253,ALOGVBZBLZYFFX-UHFFFAOYSA-N,NC(=O)C1=CC2=CC(O)=CC=C2O1,177.15900000000005,2.0,2.0,1.0,76.46,4.0,2.0,0.5589999999999999,heterocyclic,215.0,
254,ALPCEXCHMFUSAN-LURJTMIESA-N,C[C@H]1CC(=O)C2=C(O)C=CC=C2C1=O,190.199,1.0,2.0,0.0,54.37,4.0,2.0,1.113,isocyclic,90.0,
255,ALPCEXCHMFUSAN-UHFFFAOYSA-N,CC1CC(=O)C2=C(C=CC=C2O)C1=O,190.199,1.0,2.0,0.0,54.37,4.0,2.0,1.113,isocyclic,86.125,1.340475661845451
257,ALPCEXCHMFUSAN-ZCFIWIBFSA-N,C[C@@H]1CC(=O)C2=C(C=CC=C2O)C1=O,190.199,1.0,2.0,0.0,54.37,4.0,2.0,1.113,,81.0,
258,ALRYLTIRVVMKOP-UHFFFAOYSA-N,CC1(C)C(CO)OC2=CC=C(O)C=C12,194.23,2.0,1.0,1.0,49.69,4.0,2.0,1.199,heterocyclic,79.5,
259,ALTJQJMCTFMLIL-UHFFFAOYSA-N,COC1=CC2=C(OC3=C2CCC3=O)C=C1,202.21,0.0,1.0,1.0,39.44,4.0,2.0,1.501,heterocyclic,138.5,
263,ALXKXMONKTUJPQ-UHFFFAOYSA-N,CC1CCC2=C(C)C(O)=CC(C)=C2O1,192.258,1.0,0.0,0.0,29.46,4.0,2.0,2.647,heterocyclic,127.0,
265,AMCMPYSRJBOXBL-UHFFFAOYSA-N,CC(C)(OC1=CC=C(O)C=C1)C(O)=O,196.203,2.0,2.0,3.0,66.76,4.0,2.0,1.5490000000000002,isocyclic,162.0,
274,AMMXMEZMGUPCSI-UHFFFAOYSA-N,CCCCNC1=CC(=O)C(N)=CC1=O,194.233,2.0,4.0,4.0,72.19,4.0,2.0,1.459,isocyclic,225.0,
276,AMOXVBVVTJDFFL-UHFFFAOYSA-N,COC1=CC=C(OC)C2=C1OC(=C2)C#N,203.197,0.0,1.0,2.0,55.39,4.0,2.0,1.3630000000000002,heterocyclic,135.0,
284,AMTMFWPQCZEMTE-UHFFFAOYSA-N,OC1=C2C=NC=CC2=C(O)C(Cl)=C1,195.605,2.0,1.0,0.0,53.35,4.0,2.0,1.846,heterocyclic,205.0,
287,ANMODRHVNWMGHH-UHFFFAOYSA-N,OC(=O)C1=COC2=CC=C(O)C=C2O1,194.144,2.0,2.0,1.0,75.99,4.0,2.0,0.872,heterocyclic,279.5,
288,ANNNOKIAZPDYMO-UHFFFAOYSA-N,CCC1=C2OCOC2=CC(=O)C1=O,180.16,0.0,4.0,1.0,52.6,4.0,2.0,0.8240000000000001,heterocyclic,118.0,
294,ANYDBVYHHCSTFH-UHFFFAOYSA-N,COC1=CC=C(OC)C2=C1OC(C)=C2,192.21400000000003,0.0,0.0,2.0,31.6,4.0,2.0,1.863,heterocyclic,58.0,
297,AOHJQDDGZCYIBL-PEGIJTEDSA-N,[H][C@]12C[C@]3(CO3)C[C@]([H])(CCCCC1)C2=O,194.274,0.0,2.0,0.0,29.6,4.0,2.0,1.935,heterocyclic,124.5,
306,AOQAZEOMEYOZDS-SKDRFNHKSA-N,[H][C@]12CC=CC[C@]1(C)C(=O)C=C(C)C2=O,190.242,0.0,2.0,0.0,34.14,4.0,2.0,0.8079999999999999,isocyclic,27.0,
310,APGLXTXFTYAQKC-UHFFFAOYSA-N,OC1=CC(C#N)=C(O)C=C1,135.122,2.0,1.0,0.0,64.25,4.0,2.0,0.933,isocyclic,167.0,2.943920288775949
315,APJJQNSIJZLBCQ-UHFFFAOYSA-N,CCOC1=CC=C2OC=CC(=O)C2=C1,190.199,0.0,1.0,2.0,35.53,4.0,2.0,2.017,heterocyclic,89.5,
322,APSUJGACQVCEFB-UHFFFAOYSA-N,NC1=CC=C2OC3=C(C=C(O)C=C3)C2=C1,199.209,2.0,1.0,0.0,59.39,4.0,2.0,2.198,heterocyclic,269.5,
326,APXQVCDHYADBRR-UHFFFAOYSA-N,COC1=CC(C)=C(OC)C=C1Cl,186.638,0.0,0.0,2.0,18.46,4.0,2.0,2.7,isocyclic,92.5,
330,AQCPRPCGIFSBNP-UHFFFAOYSA-N,OC1=CC(C2=NCCS2)=C(O)C=C1,195.242,2.0,1.0,1.0,78.12,4.0,2.0,1.536,heterocyclic,152.0,
334,AQIHDXGKQHFBNW-UHFFFAOYSA-N,CC(OC1=CC=C(O)C=C1)C(O)=O,182.176,2.0,2.0,3.0,66.76,4.0,2.0,1.439,isocyclic,144.0,
335,AQIHDXGKQHFBNW-ZCFIWIBFSA-N,[H][C@](C)(OC1=CC=C(O)C=C1)C(O)=O,182.176,2.0,2.0,3.0,66.76,4.0,2.0,1.439,isocyclic,139.66666666666666,2.8674417556808756
337,AQJOPCCZPYNHKY-UHFFFAOYSA-N,CC1=C(O)C(O)=C2C=CC=NC2=C1O,191.186,3.0,1.0,0.0,73.58,4.0,2.0,1.294,heterocyclic,240.0,
340,AQQFTLYJSJAYHQ-KNYJJKDQSA-N,CO[C@@H]1C[C@H]2C(C#N)[C@H]1[C@H](Cl)C2=O,199.637,0.0,3.0,1.0,50.09,4.0,2.0,-0.47,isocyclic,80.0,
341,AQSHKFXVDCZMMM-UHFFFAOYSA-N,NC1=COC2=C(C=C(O)C=C2)C1=O,177.15900000000005,2.0,2.0,0.0,72.55,4.0,2.0,1.21,,219.0,
344,AQYTWKBRBKRSHS-UHFFFAOYSA-N,COC1=C(C=C(OC(C)=O)C=C1)C#N,191.186,0.0,2.0,3.0,59.32,4.0,2.0,1.445,isocyclic,87.0,
346,AQYVEMYTTRZFIQ-UHFFFAOYSA-N,COC1=CC=C(O)C(C=CC=O)=C1,178.188,1.0,1.0,3.0,46.53,4.0,2.0,1.499,isocyclic,124.5,
349,ARULEAIJJGDJPB-UHFFFAOYSA-N,Cl[H].NCCOC1=CC=C(O)C=C1,189.642,2.0,1.0,3.0,55.48,4.0,2.0,1.267,isocyclic,173.0,
354,ASDFODUWUAHWNK-UHFFFAOYSA-N,CC1=CC(=O)C=CC1(C)OO,154.166,1.0,3.0,1.0,46.53,4.0,2.0,0.057,isocyclic,92.5,
355,ASEHUHHLHHDYOO-UHFFFAOYSA-N,N#CC1=CC2=C(O1)C=CC1=C2C=CO1,183.166,0.0,1.0,0.0,50.07,4.0,2.0,1.844,heterocyclic,124.0,
358,ASJBKRZVKBELKD-UHFFFAOYSA-N,CC(=O)OC1(C)C=CC(=O)C(C)=C1,180.203,0.0,3.0,2.0,43.37,4.0,2.0,1.077,isocyclic,93.5,
362,ASKUROQIUGODMQ-KADJCCMJSA-N,CC1(C)[C@H]2C[C@H](O)[C@@]1(C)CC2=O,168.236,1.0,2.0,0.0,37.3,4.0,2.0,1.08,isocyclic,228.0,
364,ASKUROQIUGODMQ-UHFFFAOYSA-N,CC1(C)C2CC(O)C1(C)CC2=O,168.236,1.0,2.0,0.0,37.3,4.0,2.0,1.08,isocyclic,238.58333333333334,2.5193694096384958
366,ASKUROQIUGODMQ-ZRSCNFGCSA-N,CC1(C)C2C[C@@H](O)C1(C)CC2=O,168.236,1.0,2.0,0.0,37.3,4.0,2.0,1.08,isocyclic,245.0,
367,ASOMKMLGQYKTOA-UHFFFAOYSA-N,CC1=CC(=O)OC2=CC=C(O)C(O)=C12,192.171,2.0,1.0,0.0,66.76,4.0,2.0,1.515,heterocyclic,249.0,1.3038404810405297
370,ASTPOGDWGNJVEW-UHFFFAOYSA-N,COC1=C(O)C=C(O)C=C1O,156.138,3.0,0.0,1.0,69.92,4.0,2.0,0.451,isocyclic,186.25,1.920286436967152
372,ASWGNVFZVHOQFJ-UHFFFAOYSA-N,COC(=O)C1=CC(=O)C(C)=CC1=O,180.16,0.0,4.0,2.0,60.44,4.0,2.0,-0.193,isocyclic,38.9,
374,ASYWQJACGNQHIF-UHFFFAOYSA-N,COC1=CC(O)=C(O)C=C1OC,170.165,2.0,0.0,2.0,58.92,4.0,2.0,1.2009999999999998,isocyclic,113.0625,1.482976314713084
377,ATBDYTXVCRAWIO-UHFFFAOYSA-N,CNC1=CC(=O)C2=C(C=CC=C2)C11CO1,201.225,1.0,3.0,1.0,41.63,4.0,2.0,1.018,heterocyclic,170.0,
378,ATDBSZWEIULSDY-UHFFFAOYSA-N,FC(F)(F)C12OC1C(=O)C=CC2=O,192.094,0.0,3.0,1.0,46.67,4.0,2.0,0.16,heterocyclic,24.5,
383,ATFNSNUJZOYXFC-NKWVEPMBSA-N,[H][C@@]12O[C@]1([H])C(=O)C(O)=C(C)C2=O,154.122,1.0,4.0,0.0,66.9,4.0,2.0,-0.423,heterocyclic,124.91666666666667,3.1247222098754457
388,ATGHTRRCJPLMNQ-UHFFFAOYSA-N,COC1=C(C)C=C(O)C2=C1OCO2,182.176,1.0,0.0,1.0,47.92,4.0,2.0,1.246,,132.5,
390,ATIBDYUPBDXLAU-UHFFFAOYSA-N,CC1=C(O)C2=CC=CC=C2C(O)=C1O,190.199,3.0,0.0,0.0,60.69,4.0,2.0,2.457,isocyclic,185.0,
393,ATOKCNHGXSJBRY-UHFFFAOYSA-N,COC1=C(SC)C=C(O)C=C1,170.232,1.0,0.0,2.0,54.76,4.0,2.0,2.273,isocyclic,61.5,
394,ATOWCXCGHSKJKZ-UHFFFAOYSA-N,CC1=C2C(OC3=C2C=C(O)C=C3)=CC=C1,198.221,1.0,0.0,0.0,33.37,4.0,2.0,3.452,heterocyclic,137.5,
400,AUCUWFOSVYWIME-UHFFFAOYSA-N,CCC1=C(O)C=C(C)C(O)=C1,152.19299999999996,2.0,0.0,1.0,40.46,4.0,2.0,2.126,isocyclic,166.66666666666666,2.718251071716682
404,AUFZRCJENRSRLY-UHFFFAOYSA-N,CC1=C(O)C(C)=C(C)C(O)=C1,152.19299999999996,2.0,0.0,0.0,40.46,4.0,2.0,1.888,isocyclic,170.21,1.8569868066305695
408,AUPRUQZDGHODJI-UHFFFAOYSA-N,CNC(=O)C1=C(O)C=CC(OC)=C1,181.191,2.0,2.0,3.0,58.56,4.0,2.0,1.794,isocyclic,114.5,
411,AUYRYYPQTYIPGS-UHFFFAOYSA-N,CCC1=C(O)C(O)=C(C)C(C)=C1O,182.219,3.0,0.0,1.0,60.69,4.0,2.0,2.107,isocyclic,124.0,
413,AVFDNAOLTSLYCC-UHFFFAOYSA-N,COC1(C)C=CC(=O)C=C1C,152.19299999999996,0.0,2.0,1.0,26.3,4.0,2.0,0.526,isocyclic,35.5,
415,AVOHNZXRDPSFMI-UHFFFAOYSA-N,CC1=CC(=O)C2=C(O)C(O)=CC=C2O1,192.171,2.0,1.0,0.0,66.76,4.0,2.0,1.264,heterocyclic,185.5,
419,AVWGFHZLPMLKBL-SNVBAGLBSA-N,COC1=CC=C(OC[C@@H]2CO2)C=C1,180.203,0.0,1.0,4.0,30.99,4.0,2.0,1.489,heterocyclic,42.6125,1.1013486051201034
421,AVWGFHZLPMLKBL-UHFFFAOYSA-N,COC1=CC=C(OCC2CO2)C=C1,180.203,0.0,1.0,4.0,30.99,4.0,2.0,1.489,heterocyclic,46.378571428571426,3.179606573018692
