,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
5564,MWQIPFFQCQRSMB-UHFFFAOYSA-N,CC1=CC(O)C2=C(C=CC=C2)C1O,176.215,2.0,2.0,0.0,40.46,4.0,2.0,0.371,isocyclic,167.25,
5566,MWZMILFNOXBYKU-UHFFFAOYSA-N,CC1=COC2=C1C=C(O)C1=CC=CC=C21,198.221,1.0,0.0,0.0,33.37,4.0,2.0,3.1060000000000003,heterocyclic,144.83333333333334,1.3123346456686351
5569,MXHYOUVIYFROFS-UHFFFAOYSA-N,OC1=CC2=C(OC(=O)C(=C2)C#N)C=C1,187.155,1.0,2.0,0.0,70.32,4.0,2.0,1.009,heterocyclic,237.5625,0.10825317547305482
5573,MXINZOOEFKJQEE-UHFFFAOYSA-N,COC1=CC=C(OC)C2=C1N=CN2C,192.217,0.0,2.0,2.0,36.28,4.0,2.0,1.4509999999999998,heterocyclic,99.0,
5579,MXPJHIPLRINRHI-FXFZYULNSA-N,O[C@@H]1C[C@]2(O)C[C@@H](OC2=O)C1=O,172.138,2.0,5.0,0.0,83.83,4.0,2.0,-1.036,heterocyclic,167.5,
5580,MXRPFTFHXSPRLO-UHFFFAOYSA-N,COC(=S)OC1=CC=C(OC)C=C1,198.243,0.0,1.0,4.0,59.78,4.0,2.0,2.144,isocyclic,54.0,
5589,MYCBHJOBNMQASS-UHFFFAOYSA-N,OC1=CC2=C(OCO2)C=C1Cl,172.56799999999996,1.0,0.0,0.0,38.69,4.0,2.0,1.727,heterocyclic,88.5,0.7071067811865476
5597,MYMOTVMHKLYQCM-UHFFFAOYSA-M,[Na+].COC1=CC=C([O-])C=C1,146.121,0.0,0.0,1.0,32.29,4.0,2.0,1.531,isocyclic,200.0,
5598,MYSRFGPZGGLNDD-UHFFFAOYSA-N,COC1=C(C)C(C)=C(OC)C(O)=C1C,196.246,1.0,0.0,2.0,38.69,4.0,2.0,1.856,,105.5,
5599,MYYJZMJFNKTFEO-UHFFFAOYSA-N,COC1=CC(CO)=C(OC)C(Cl)=C1,202.638,1.0,1.0,3.0,38.69,4.0,2.0,1.663,isocyclic,54.5,
5600,MYYYWXYZYYRXHL-UHFFFAOYSA-N,OC1=C(C=O)C2=C(OCO2)C=C1,166.13299999999995,1.0,1.0,1.0,55.76,4.0,2.0,1.23,heterocyclic,113.5,
5605,MZIDFZSFHONVCC-YCRREMRBSA-N,CC1=C(\C=N\O)C(O)=CC(O)=C1O,183.164,4.0,0.0,1.0,93.28,4.0,2.0,1.13,isocyclic,206.0,
5608,MZNCMYGBRVPPTB-UHFFFAOYSA-N,OC12CCCC1=CC(=O)CC2,152.19299999999996,1.0,2.0,0.0,37.3,4.0,2.0,-0.295,isocyclic,66.5,
5609,MZSBSIVZZHVFOM-UHFFFAOYSA-N,COC1=C(C)C(O)=CC(O)=C1O,170.165,3.0,0.0,1.0,69.92,4.0,2.0,1.106,isocyclic,146.5,
5612,MZWJXKGMWZOKSL-UHFFFAOYSA-N,CCOC(=O)C1=CC(O)=CC(C)=C1O,196.203,2.0,2.0,3.0,66.76,4.0,2.0,2.224,isocyclic,92.75,
5613,MZXPFCZJYLWNQK-UHFFFAOYSA-N,CC1=C(O)C2=CC=CC=C2C(O)=C1C=O,202.21,2.0,1.0,1.0,57.53,4.0,2.0,2.827,isocyclic,159.775,1.8112495686679955
5619,MZYVRDXKGKSXPK-KVTDHHQDSA-N,BrC1=C[C@H]2O[C@H]2[C@@H]2O[C@H]12,189.008,0.0,2.0,0.0,25.06,4.0,2.0,0.503,heterocyclic,53.0,
5622,NAFDLQDVIIOELQ-UHFFFAOYSA-N,CC1=CC(=O)C(C)(C)C(=O)C1=O,166.17700000000005,0.0,3.0,0.0,51.21,4.0,2.0,0.108,,44.0,
5624,NAKXPHCYMUYOAC-UHFFFAOYSA-N,CCCCOC1=CC(C)=C(O)C=C1C,194.274,1.0,0.0,4.0,29.46,4.0,2.0,3.333,isocyclic,42.5,
5626,NANHETFXVDBNOA-UHFFFAOYSA-N,CC(N)COC1=CC=C(O)C=C1,167.208,2.0,1.0,3.0,55.48,4.0,2.0,1.215,isocyclic,142.0,1.0
5634,NAZDVUBIEPVUKE-UHFFFAOYSA-N,COC1=CC=C(OC)C(N)=C1,153.181,1.0,1.0,2.0,44.48,4.0,2.0,1.035,isocyclic,80.33333333333333,1.9400744544704691
5639,NBCPEELHRMPYFF-UHFFFAOYSA-N,OCCCC1=C(O)C=C2CCOC2=C1,194.23,2.0,1.0,3.0,49.69,4.0,2.0,1.082,heterocyclic,103.5,
5645,NBMQPZGGNGEKDL-UHFFFAOYSA-N,CC(=O)C1=C(O)C(O)=C2OCOC2=C1,196.16,2.0,1.0,1.0,75.99,4.0,2.0,1.4340000000000002,heterocyclic,178.0,
5650,NBUAUIJSHXKPDH-RUZZIDMASA-N,[H][C@@]12CCCC[C@@]1([H])C(C)(O)C=CC2=O,180.247,1.0,2.0,0.0,37.3,4.0,2.0,1.329,isocyclic,59.0,
5653,NCAYXDCJPMFDPB-FSPLSTOPSA-N,[H][C@]12CC(=O)O[C@@]1([H])C=CC(=O)C2,152.15,0.0,3.0,0.0,43.37,4.0,2.0,0.065,,59.75,
5658,NCFBCGYLGQFGQW-NSCUHMNNSA-N,C\C=C\CC1=CC(O)=CC=C1O,164.204,2.0,0.0,2.0,40.46,4.0,2.0,2.8160000000000003,isocyclic,114.0,
5661,NCIKEZGMWWBXNW-TXEJJXNPSA-N,[H][C@@]12C3=CC=CC=C3[C@]1([H])C(=O)C=CC2=O,184.194,0.0,2.0,0.0,34.14,4.0,2.0,0.516,isocyclic,88.0,
5663,NCIYDDIPUGCVKX-UHFFFAOYSA-N,COC1=C(C=O)C=C2OCOC2=C1,180.16,0.0,1.0,2.0,44.76,4.0,2.0,1.122,heterocyclic,110.9375,2.094449510014505
5671,NDBUGIXCMJWKNN-UHFFFAOYSA-N,CC1=CC=CC2=C1C(=O)C1OC1C2=O,188.183,0.0,3.0,0.0,46.67,4.0,2.0,1.153,heterocyclic,111.0,
5672,NDEHRQVRVAMYPS-UHFFFAOYSA-N,CC1=CC(O)=CC2=C1OC1=CC=CC=C21,198.221,1.0,0.0,0.0,33.37,4.0,2.0,3.241,heterocyclic,147.5,
5675,NDHBQFVOTHYVQX-UHFFFAOYSA-N,COC1=CC=C(OC)C(C(C)=O)=C1N,195.218,1.0,2.0,3.0,61.55,4.0,2.0,1.341,isocyclic,64.0,
5677,NDLPUCZWTPHFHN-UHFFFAOYSA-N,CC1=CC2=CC(O)=CC=C2O1,148.161,1.0,0.0,0.0,33.37,4.0,2.0,1.895,heterocyclic,42.5,5.01663898109747
5683,NDVDGHQKLDDCNA-UHFFFAOYSA-N,COC1=C(C)C=C2OCCCOC2=C1,194.23,0.0,0.0,1.0,27.69,4.0,2.0,1.873,,81.0,
5684,NDVPMALHYQDYPI-HRDYMLBCSA-N,CC1(C)OO[C@H]2[C@H]3OO[C@H](C=C3)C2=C1,196.203,0.0,4.0,0.0,36.92,4.0,2.0,0.882,heterocyclic,125.0,
5686,NDVPMALHYQDYPI-VGMNWLOBSA-N,CC1(C)OO[C@@H]2[C@H]3OO[C@H](C=C3)C2=C1,196.203,0.0,4.0,0.0,36.92,4.0,2.0,0.882,heterocyclic,75.0,
5688,NEMBFIOCFSUBLI-KXUCPTDWSA-N,CC(=C)[C@H]1[C@@H](O)C=C[C@@H](O)C1=C,166.22,2.0,2.0,1.0,40.46,4.0,2.0,0.114,isocyclic,139.5,
5692,NEMMOULKCDBGHT-UHFFFAOYSA-N,COC1=CC=C(OP(C)(C)=O)C=C1,200.174,0.0,1.0,3.0,45.34,4.0,2.0,2.094,isocyclic,70.0,
5694,NESDMCGUYCOYQH-UHFFFAOYSA-N,CC(=O)C1=C(O)C=C2CCCOC2=C1,192.21400000000003,1.0,1.0,1.0,46.53,4.0,2.0,2.041,heterocyclic,111.5,
5695,NESNCZXVTREWIU-LPBLVHEISA-N,[H][C@@]12CCC(=O)C[C@]1([H])[C@@H](C)C(=O)O2,168.192,0.0,3.0,0.0,43.37,4.0,2.0,0.206,heterocyclic,44.0,
5699,NEVLEAXQZLODDA-UHFFFAOYSA-N,CC(=O)C1=C(O)C=CC(OCCO)=C1,196.203,2.0,2.0,4.0,66.76,4.0,2.0,1.128,,39.0,
5700,NEWPHVNFSATQRX-UHFFFAOYSA-N,OC1=CC=C(O)C(CC2=CC=CC=C2)=C1,200.237,2.0,0.0,2.0,40.46,4.0,2.0,2.965,isocyclic,104.29,1.5682474294574817
5702,NEXVAFOKYDPZLS-UHFFFAOYSA-N,CC1=C2OCCSC2=C(C)C(O)=C1,196.27,1.0,0.0,0.0,54.76,4.0,2.0,2.45,heterocyclic,112.0,
5704,NEYYQMURWFWLNQ-UHFFFAOYSA-N,CC1=CC(O)=C(C=C1O)C(C)(C)O,182.219,3.0,1.0,1.0,60.69,4.0,2.0,1.69,isocyclic,102.0,
5707,NFBGANPELITRDC-UHFFFAOYSA-N,COC1=C(C=C2OCOC2=C1)C#CC,190.199,0.0,0.0,1.0,27.69,4.0,2.0,2.523,heterocyclic,40.5,
5708,NFEVBWGCOJCJTI-UHFFFAOYSA-N,CC1=CC(O)=C2C(=O)OC(=O)C2=C1O,194.144,2.0,3.0,0.0,83.83,4.0,2.0,0.937,heterocyclic,183.0,
5709,NFFCPYMNLCXMQA-UHFFFAOYSA-N,COC1=C(O)C=CC(OC=O)=C1,168.149,1.0,1.0,3.0,55.76,4.0,2.0,0.812,isocyclic,58.5,
5714,NFRMPGQWKBCUGC-UHFFFAOYSA-N,COC1=CC(CO)=C(OCC#C)C=C1,192.21400000000003,1.0,1.0,4.0,38.69,4.0,2.0,1.3090000000000002,,39.400000000000006,
5716,NFVGSPUPPZBLPP-UHFFFAOYSA-N,CCOC1=CC(OC)=C2OCOC2=C1,196.203,0.0,0.0,3.0,36.92,4.0,2.0,1.764,heterocyclic,54.5,
5717,NFZXTKAGXSVCRD-OWOJBTEDSA-N,OC1=CC(\C=C\C=O)=C(O)C=C1,164.16099999999997,2.0,1.0,2.0,57.53,4.0,2.0,1.178,isocyclic,156.5,
5718,NGGQWOLOGKVNIW-UHFFFAOYSA-N,C\C(C)=C/C(=O)C1=C(O)C=CC(O)=C1,192.21400000000003,2.0,1.0,2.0,57.53,4.0,2.0,2.354,isocyclic,105.0,
5720,NGHFIZXALYZIIS-UHFFFAOYSA-N,COC1=CC2=C(OC(=O)C2)C=C1OC,194.187,0.0,1.0,2.0,44.76,4.0,2.0,0.8759999999999999,heterocyclic,149.25,
5723,NGLADKARCNSXJM-UHFFFAOYSA-N,COC1=C(NCC(N)=O)C=C(O)C=C1,196.206,3.0,3.0,4.0,84.58,4.0,2.0,-0.16899999999999998,isocyclic,183.0,
5727,NGURQJHUTFCKSB-UHFFFAOYSA-N,NC1=C2OCOC2=C2OCOC2=C1,181.148,1.0,1.0,0.0,62.94,4.0,2.0,0.451,heterocyclic,117.5,
5728,NGUXVLGFEVKCQY-HLTSFMKQSA-N,[H][C@@]12OC(C)(C)O[C@]1([H])C(C)=CC(=O)[C@H]2O,198.219,1.0,4.0,0.0,55.76,4.0,2.0,0.159,,87.4,
5729,NGUXVLGFEVKCQY-YIZRAAEISA-N,[H][C@@]12OC(C)(C)O[C@]1([H])C(C)=CC(=O)[C@@H]2O,198.219,1.0,4.0,0.0,55.76,4.0,2.0,0.159,,103.2,
5730,NGXPIXPJLMQRNP-UHFFFAOYSA-N,COC1=CC2=C(OCC(C2)C#N)C=C1,189.21400000000003,0.0,1.0,1.0,42.25,4.0,2.0,1.219,heterocyclic,79.5,
5732,NHBAFMRQBZTINW-UHFFFAOYSA-N,CCOC1(CC1)C1(O)C=CC(=O)C=C1,194.23,1.0,3.0,3.0,46.53,4.0,2.0,0.503,isocyclic,57.25,
5735,NHFCIGCUIZZVRX-UHFFFAOYSA-N,CCC1(O)C(OC)=CC(=O)C=C1OC,198.219,1.0,4.0,3.0,55.76,4.0,2.0,0.328,,137.0,
5738,NHJJSOMKTLLJIX-BDAKNGLRSA-N,[H][C@@]12CC=C(C)C[C@]1([H])C(=O)C=CC2=O,176.215,0.0,2.0,0.0,34.14,4.0,2.0,0.488,isocyclic,86.5,
5739,NHJJSOMKTLLJIX-DTWKUNHWSA-N,[H][C@]12CC=C(C)C[C@@]1([H])C(=O)C=CC2=O,176.215,0.0,2.0,0.0,34.14,4.0,2.0,0.488,isocyclic,83.0,2.041241452319315
5749,NIHHYKUHSZFXTC-UHFFFAOYSA-N,COC1=CC=C(OC(N)=O)C=C1,167.16400000000004,1.0,2.0,3.0,61.55,4.0,2.0,0.8440000000000001,isocyclic,128.875,0.5448623679425842
5753,NIMKUMXAPLRYIX-UHFFFAOYSA-N,CC1=C(C)C(O)=C(N)C(C)=C1O,167.208,3.0,1.0,0.0,66.48,4.0,2.0,1.5,isocyclic,208.0,
5754,NIMNGNARNODAIZ-PSASIEDQSA-N,C[C@@]1(O)C=CC(=O)[C@]2(CO2)C11CC1,180.203,1.0,3.0,0.0,49.83,4.0,2.0,-0.475,heterocyclic,83.5,
5758,NIYAUOVEZGGWNP-UHFFFAOYSA-N,CC1=C(C)CC2C(O)C=CC(O)C2C1,194.274,2.0,2.0,0.0,40.46,4.0,2.0,1.104,isocyclic,195.5,
5759,NJBICLSFUUJIDH-UHFFFAOYSA-N,COC1=CC(CCl)=C(OC)C=C1,186.638,0.0,0.0,3.0,18.46,4.0,2.0,2.315,isocyclic,69.5,2.591193878173865
5761,NJCKEBNYGAKNLL-NEPJDUFXSA-N,CC(C)[C@H]1CC(=O)[C@](C)(O)[C@H](O)[C@H]1O,202.251,3.0,4.0,1.0,77.76,4.0,2.0,0.6559999999999999,,73.0,
5765,NJIZBUNFPLDDEU-UHFFFAOYSA-N,COC1=C2C=NC(C)=CC2=C(OC)C=C1,203.241,0.0,1.0,2.0,31.35,4.0,2.0,2.181,heterocyclic,77.0,
5772,NJRNUAVVFBHIPT-UHFFFAOYSA-N,CCCC1=C(O)C=CC(O)=C1,152.19299999999996,2.0,0.0,2.0,40.46,4.0,2.0,2.469,isocyclic,89.02777777777777,1.9092044752710646
5774,NKBRGEQDOWUGNI-AVPPRXQKSA-N,C[C@@H]1C[C@@H](O)C2=C(C=CC=C2)[C@@H]1O,178.231,2.0,2.0,0.0,40.46,4.0,2.0,1.409,isocyclic,153.75,
5775,NKBRGEQDOWUGNI-UHFFFAOYSA-N,CC1CC(O)C2=C(C=CC=C2)C1O,178.231,2.0,2.0,0.0,40.46,4.0,2.0,1.409,isocyclic,183.75,
5776,NKBRGEQDOWUGNI-WHGOUJPWSA-N,C[C@H]1C[C@@H](O)C2=CC=CC=C2[C@@H]1O,178.231,2.0,2.0,0.0,40.46,4.0,2.0,1.409,isocyclic,181.08333333333334,2.632594833155219
5784,NKQXHTXPKGELLH-UHFFFAOYSA-N,[H][B]1([H])=N(C)(C)CC2=CC(OC)=CC=C2O1,193.054,0.0,3.0,1.0,18.46,3.0,2.0,,heterocyclic,134.0,
5787,NKVJCXRRAWIBBG-UHFFFAOYSA-N,CC1=C2OCSC2=C(C)C(O)=C1C,196.27,1.0,0.0,0.0,54.76,4.0,2.0,2.318,heterocyclic,131.5,
5790,NLFMVSXBSOCCCP-UHFFFAOYSA-N,CC1OC2CCC(=O)CC2O1,156.181,0.0,3.0,0.0,35.53,4.0,2.0,0.07400000000000001,heterocyclic,54.0,
5791,NLGAYCCTNGSZEP-UHFFFAOYSA-N,CC1=C(O)C=CC(O)=C1S(C)(=O)=O,202.231,2.0,2.0,1.0,82.98,4.0,2.0,1.815,isocyclic,126.0,
5792,NLINCIWWHQYMSM-UHFFFAOYSA-N,CC1=C(O)C(C(O)=O)=C(O)C(O)=C1,184.149,4.0,2.0,1.0,97.99,4.0,2.0,1.664,isocyclic,187.0,
5793,NLMLZZSAQDHWIQ-UHFFFAOYSA-N,NC(=O)C1=C(O)C(=CC(O)=C1)N(=O)=O,198.135,3.0,2.0,2.0,129.37,4.0,2.0,1.705,isocyclic,231.0,
5808,NMLAWUDNHYOMFA-UHFFFAOYSA-N,CC(=C)C1=CC(O)=C(C=C1O)C(C)=C,190.242,2.0,0.0,2.0,40.46,4.0,2.0,3.446,isocyclic,115.0,
5810,NMLWGNFAMYDUQU-UHFFFAOYSA-N,COC1=CC(=C(OC)C=C1)S(C)=O,200.258,0.0,1.0,3.0,54.74,4.0,2.0,0.565,isocyclic,71.0,
5819,NNHIXBSRDQJHHL-UHFFFAOYSA-N,COC1=CC2=C(OCC(CN)=C2)C=C1,191.23,1.0,1.0,2.0,44.48,4.0,2.0,0.889,heterocyclic,65.5,
5820,NNKHAJWCUIQKJT-SDDRHHMPSA-N,C[C@]12CCC[C@@]3(C)CC(=O)C=C[C@]13O2,192.258,0.0,2.0,0.0,29.6,4.0,2.0,1.414,heterocyclic,84.0,
5826,NNUKDUBCRRYXDC-WDEREUQCSA-N,[H][C@@]12O[C@]1(C)C(=O)C1=CC=CC=C1C2=O,188.183,0.0,3.0,0.0,46.67,4.0,2.0,0.826,heterocyclic,95.5,2.1213203435596424
5839,NOCQQZLSUGMTIS-UHFFFAOYSA-M,[K+].COC1=CC=C([O-])C=C1,162.23,0.0,0.0,1.0,32.29,4.0,2.0,1.531,isocyclic,153.0,
5844,NOJCXFZLIVJMIT-BHNWBGBOSA-N,C[C@@H]1C[C@@H](O)C[C@@](C)(CO)C1=O,172.22400000000005,2.0,3.0,1.0,57.53,4.0,2.0,-0.237,isocyclic,92.0,
5848,NOODGRFTFYYYRU-UHFFFAOYSA-N,CC1=C(C)C(=O)C(C)(O)C2(C)OC12,182.219,1.0,3.0,0.0,49.83,4.0,2.0,0.043,heterocyclic,51.25,
5850,NOROTIIYJLURJT-UHFFFAOYSA-N,OC1=CC(CS)=C(O)C=C1CS,202.298,2.0,0.0,2.0,118.06,4.0,2.0,1.95,isocyclic,193.0,
5853,NOUJHHZNUIXAEX-UHFFFAOYSA-N,CCCCCCC1=C(O)C=CC(O)=C1,194.274,2.0,0.0,5.0,40.46,4.0,2.0,4.176,isocyclic,82.85000000000001,3.1276417405359678
5860,NPCHZBYQZNYAFP-PRMYIZFSSA-N,C[C@@H]1C[C@H](O)[C@H](O)CC1=O,144.17,2.0,3.0,0.0,57.53,4.0,2.0,-0.629,,77.0,
5861,NPCHZBYQZNYAFP-QPPQHZFASA-N,C[C@@H]1C[C@@H](O)[C@H](O)CC1=O,144.17,2.0,3.0,0.0,57.53,4.0,2.0,-0.629,,68.55000000000001,
5868,NPUDZHRYGKDVIQ-UHFFFAOYSA-N,CC(=O)OC1=CC(C)=C(O)C(C)=C1,180.203,1.0,1.0,2.0,46.53,4.0,2.0,1.853,isocyclic,93.954,1.8916828486826247
5870,NPYRCMHTJUFJMN-UHFFFAOYSA-N,COC1=CC(=C(O)C(C)=C1C)N(=O)=O,197.191,1.0,0.0,2.0,75.28,4.0,2.0,2.733,isocyclic,95.5,
5876,NQQQYBVIEMWZNA-UHFFFAOYSA-N,CC1=C(O)C(O)=C(O)C(O)=C1C,170.165,4.0,0.0,0.0,80.92,4.0,2.0,1.869,isocyclic,178.0,
5883,NRDPRXNOWRQNDM-UHFFFAOYSA-N,COC1=CC2=C(OC(=C)C2O)C=C1,178.188,1.0,1.0,1.0,38.69,4.0,2.0,1.057,,54.5,
5895,NSDVPAHANCHBFV-UHFFFAOYSA-N,OC1=C(O)C(O)=C2OC(=O)C=CC2=C1,194.144,3.0,1.0,0.0,86.99,4.0,2.0,1.146,heterocyclic,266.6,6.248199740725323
5898,NSEBBFDHPSOJLT-UHFFFAOYSA-N,COC1=CC(C=O)=C(OC)C(OC)=C1,196.203,0.0,1.0,4.0,44.76,4.0,2.0,1.195,isocyclic,64.1875,3.0304444806001642
5903,NSMJEBWCBNHFIT-UHFFFAOYSA-N,COC1=C(CO)C2=C(OCCC2)C=C1,194.23,1.0,1.0,2.0,38.69,4.0,2.0,1.245,heterocyclic,74.85,
5910,NSSZKBQHFDLYIS-UHFFFAOYSA-N,OC1=C(C=C2OCOC2=C1)C#N,163.13299999999995,1.0,1.0,0.0,62.48,4.0,2.0,0.828,heterocyclic,222.5,
5911,NSVKLONIKJVUPZ-UHFFFAOYSA-N,CCOC1=CC=C(OCC(O)=O)C=C1,196.203,1.0,2.0,5.0,55.76,4.0,2.0,1.6569999999999998,isocyclic,143.5,
5918,NTGOOLXNHGWUBO-UHFFFAOYSA-N,NC1=C2C(OCS2(=O)=O)=CC=C1O,201.203,2.0,3.0,0.0,98.0,4.0,2.0,0.031,heterocyclic,186.0,
5922,NTRFZCQQXAQEPV-UHFFFAOYSA-N,COC1=CC2=C(OC(=O)C=C2)C=C1C,190.199,0.0,1.0,1.0,35.53,4.0,2.0,1.915,heterocyclic,133.0,
5928,NUIZEIMLBBJPET-UHFFFAOYSA-N,CC1(C)CC(=O)C2=C(O)C=CC(O)=C12,192.21400000000003,2.0,1.0,0.0,57.53,4.0,2.0,1.679,isocyclic,210.0,
5934,NUZWMRNNUMXLMS-UHFFFAOYSA-N,OC1=C(C=O)C=C2OCCCC2=C1,178.188,1.0,1.0,1.0,46.53,4.0,2.0,1.86,heterocyclic,98.5,
5935,NVBHDEKSTBCHGO-UHFFFAOYSA-N,OC1(C=CC(=O)C=C1)C1=CC=CS1,192.238,1.0,2.0,1.0,65.54,4.0,2.0,0.6709999999999999,heterocyclic,103.0,
5937,NVFPXVWESDCNIS-UHFFFAOYSA-N,CCOC1=CC=C(OCC(N)=O)C=C1,195.218,1.0,2.0,5.0,61.55,4.0,2.0,0.929,isocyclic,137.0,
5946,NVVWFVYXFDXGTA-UHFFFAOYSA-N,COC1=C(C)C(C)=C(O)C=C1C,166.22,1.0,0.0,1.0,29.46,4.0,2.0,2.209,isocyclic,51.0,
5949,NWEPDWMJMQCGRC-UHFFFAOYSA-N,COC1=NC2=C(O1)C=CC(OC)=C2,179.175,0.0,1.0,2.0,44.49,4.0,2.0,1.529,heterocyclic,40.75,
5951,NWHGQMZSTYTBNG-UHFFFAOYSA-N,CC1=C(C)C2=C(O1)C=CC(O)=C2N,177.203,2.0,1.0,0.0,59.39,4.0,2.0,1.6880000000000002,heterocyclic,165.0,
5955,NWRQTCOJZTZYQN-UHFFFAOYSA-N,CC(=O)N1CCOC2=C1C=C(O)C=C2,193.202,1.0,2.0,1.0,49.77,4.0,2.0,0.7170000000000001,heterocyclic,186.5,
5961,NWVVVBRKAWDGAB-UHFFFAOYSA-N,COC1=CC=C(O)C=C1,124.139,1.0,0.0,1.0,29.46,4.0,2.0,1.531,isocyclic,54.896610169491524,2.0402281445785615
5964,NWWQSQFYOUNOFZ-UHFFFAOYSA-N,COC1=CC(O)=CC=C1OC(C)C,182.219,1.0,0.0,3.0,38.69,4.0,2.0,2.061,isocyclic,41.0,
5967,NXKKZCYRNPHNSC-UHFFFAOYSA-N,NC(=O)OC1=CC=C(OC(N)=O)C=C1,196.163,2.0,4.0,4.0,104.64,4.0,2.0,-0.16399999999999998,isocyclic,236.0,
5974,NXSDNHMBWHSSKO-SPSDBSTRSA-N,[H][C@@]12C=C[C@@]3([H])[C@@H]1O[C@H]1C[C@@H]2C(=O)[C@@H]31,162.188,0.0,2.0,0.0,26.3,4.0,2.0,-0.35700000000000004,heterocyclic,205.0,
5977,NXUKKIRUGGHAKL-UHFFFAOYSA-N,COC1=CC(C)=C(O)C=C1C(C)C,180.247,1.0,0.0,2.0,29.46,4.0,2.0,2.951,isocyclic,65.88333333333334,1.3761863568895352
5984,NYBJPNUQJAJFJZ-UHFFFAOYSA-N,COC1=CC(O)=C(CN(C)C)C=C1O,197.234,2.0,1.0,3.0,52.93,4.0,2.0,0.608,isocyclic,119.0,
5987,NYJBTJMNTNCTCP-UHFFFAOYSA-N,COC1=CC(C(O)=O)=C(OC)C=C1,182.176,1.0,2.0,3.0,55.76,4.0,2.0,1.467,isocyclic,75.465625,2.7310551274873593
5989,NYLFOJFFRJTKKL-UHFFFAOYSA-N,CC1=NOC2(C1)C=CC(=O)C=C2,163.17600000000004,0.0,1.0,0.0,38.66,4.0,2.0,0.875,heterocyclic,71.75,
5990,NYMOAQDSISYGQX-MIBSWOBISA-N,[H][C@]12CO[C@]3(C)[C@@]1([H])CC(=O)C[C@]3([H])OC2,182.219,0.0,3.0,0.0,35.53,4.0,2.0,-0.21,,76.5,
5992,NYOJKFYDJKFMKR-UHFFFAOYSA-N,COC1=CC(C(O)C(O)=O)=C(O)C=C1,198.175,3.0,3.0,3.0,86.99,4.0,2.0,0.396,isocyclic,135.0,
5993,NYQWWDCVQOWJQH-UHFFFAOYSA-N,CC1=CC(C)(O)C(C)=C(C)C1=O,166.22,1.0,2.0,0.0,37.3,4.0,2.0,0.369,isocyclic,88.5,
5994,NYUKEVSTOJNTMU-UHFFFAOYSA-N,CC1=C(O)C2=C(C=CN2)C(O)=C1C,177.203,3.0,1.0,0.0,56.25,4.0,2.0,2.244,heterocyclic,163.5,
5995,NYWZZCVTFUKPCB-UHFFFAOYSA-N,COC1=CC(=O)C(C)(O)C(C)=C1C,182.219,1.0,3.0,1.0,46.53,4.0,2.0,0.564,isocyclic,100.75,
6000,NZGQHKSLKRFZFL-UHFFFAOYSA-N,OC1=CC=C(OC2=CC=C(O)C=C2)C=C1,202.21,2.0,0.0,2.0,49.69,4.0,2.0,2.6910000000000003,isocyclic,164.6,1.9595917942265424
6002,NZMCTQRHWZGAFA-UHFFFAOYSA-N,COC1=C(O)C(O)=C(OC)C(C=O)=C1,198.175,2.0,1.0,3.0,75.99,4.0,2.0,0.897,isocyclic,125.5,
6003,NZNXDSMRTAUUFZ-UHFFFAOYSA-N,CC12C3C1C(=O)C1CC2(C)CC1C3O,192.258,1.0,2.0,0.0,37.3,4.0,2.0,1.14,isocyclic,150.35,
6006,NZTSVANCZGIFKE-UHFFFAOYSA-N,NC(=O)C1=CC(OCC=C)=CC=C1O,193.202,2.0,2.0,4.0,72.55,4.0,2.0,1.891,isocyclic,137.5,
6013,OAJBLDDBNKOVPY-UHFFFAOYSA-N,COC1=C2SC=NC2=C(OC)C=C1,195.242,0.0,1.0,2.0,59.59,4.0,2.0,1.769,heterocyclic,108.0,
6014,OANFSEHROSIYSQ-UHFFFAOYSA-N,OC1=C(CC=C)C=C2OCCC2=C1,176.215,1.0,0.0,2.0,29.46,4.0,2.0,2.459,heterocyclic,81.0,
6019,OATMCJQWWLCEOC-UHFFFAOYSA-N,OC(=O)C1=C(O)C(=CC(O)=C1)N(=O)=O,199.12,3.0,2.0,2.0,123.58,4.0,2.0,2.004,isocyclic,230.0,
6020,OAVNBNDPTVLLNP-UHFFFAOYSA-N,OC(=O)C1=C(O)C=C(C(O)=C1)N(=O)=O,199.12,3.0,2.0,2.0,123.58,4.0,2.0,2.004,isocyclic,241.0,1.4142135623730951
6023,OAYLZUOIDWLRDH-UHFFFAOYSA-N,OC1=CC=C(OCCCCl)C=C1,186.638,1.0,0.0,4.0,29.46,4.0,2.0,2.654,,53.75,
6032,OBQCUTAMMPVABG-NOWQFEBASA-N,O[C@@H]1CC([C@H](O)C=C1)C(O)=O,158.154,3.0,4.0,1.0,77.76,4.0,2.0,-0.415,isocyclic,156.0,
6035,OBSSKEJUOIUIQR-UHFFFAOYSA-N,CCC1(C)OC2=CC(=O)C(=O)C=C2O1,194.187,0.0,4.0,1.0,52.6,4.0,2.0,1.414,heterocyclic,139.5,
6038,OBVFRTQKKWGYMJ-UHFFFAOYSA-N,CC(=O)CCOC1=CC=C(O)C=C1,180.203,1.0,1.0,4.0,46.53,4.0,2.0,1.336,isocyclic,125.0,
