,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
1330,MVBHZTNEVAESLJ-UHFFFAOYSA-N,CC1=CC(=O)C=C(Cl)C1=O,156.569,0.0,2.0,0.0,34.14,4.0,2.0,0.53,isocyclic,89.6375,0.657053080047573
1334,MWOHJANRPKUELV-UHFFFAOYSA-N,O=C1C=C(N2CC2)C(=O)C2=C1CCCC2,203.241,0.0,3.0,1.0,37.15,4.0,2.0,1.046,heterocyclic,101.5,
1337,MYKLQMNSFPAPLZ-UHFFFAOYSA-N,CC1=CC(=O)C(C)=CC1=O,136.15,0.0,2.0,0.0,34.14,4.0,2.0,0.134,isocyclic,123.40370370370371,1.9629402514409406
1339,MYQLANOPNGQABQ-UHFFFAOYSA-N,ClC1=CC=NC2=C1C(=O)C=CC2=O,193.58900000000003,0.0,3.0,0.0,47.03,4.0,2.0,0.899,heterocyclic,150.0,
1340,MZVLPZSCMMFVDO-UHFFFAOYSA-N,NC1=CC2=C(C=C1)C(=O)C(N)=C(N)C2=O,203.2,3.0,5.0,0.0,112.2,4.0,2.0,0.4970000000000001,isocyclic,232.5,
1342,NADHCXOXVRHBHC-UHFFFAOYSA-N,COC1=C(OC)C(=O)C=CC1=O,168.149,0.0,4.0,2.0,52.6,4.0,2.0,0.252,isocyclic,64.21428571428571,2.8392295591931127
1345,NAVJDGZRXIMOIO-UHFFFAOYSA-N,CC1=C(O)C(=O)C(C)=C(N2CCC2)C1=O,207.229,1.0,4.0,1.0,57.61,4.0,2.0,1.284,heterocyclic,192.5,
1347,NBLMSWMRHABSLG-UHFFFAOYSA-N,CC1=CNC2=C1C(=O)C=CC2=O,161.16,1.0,3.0,0.0,49.93,4.0,2.0,1.088,heterocyclic,204.5,
1348,NBOYGABEGCYEQI-UHFFFAOYSA-N,COC1=C(OC(C)=O)C(=O)C=C(C)C1=O,210.186,0.0,5.0,3.0,69.67,4.0,2.0,0.303,isocyclic,48.0,
1349,NBTGENBJKPVHEO-UHFFFAOYSA-N,O=C1C2=C(N=CO2)C(=O)C2=CC=CC=C12,199.166,0.0,3.0,0.0,60.17,4.0,2.0,1.329,heterocyclic,216.0,
1350,NCCTVAJNFXYWTM-UHFFFAOYSA-N,CC(C)(C)C1=CC(=O)C=CC1=O,164.204,0.0,2.0,1.0,34.14,4.0,2.0,1.3330000000000002,isocyclic,55.775,3.4239505691525394
1352,NCHACKHXVCMWGH-UHFFFAOYSA-N,CC1=CC2=C(N1)C(=O)C=C(C)C2=O,175.187,1.0,3.0,0.0,49.93,4.0,2.0,1.324,,278.5,
1355,NDWWVJLQIUDUNM-UHFFFAOYSA-N,NC1=CC(=O)C2=NC=NC=C2C1=O,175.14700000000005,1.0,5.0,0.0,85.94,4.0,2.0,-0.8270000000000001,,304.0,
1356,NEIWVIAXZGCRGM-UHFFFAOYSA-N,CCNC1=CC(=O)C(NCC)=CC1=O,194.233,2.0,4.0,4.0,58.2,4.0,2.0,1.418,isocyclic,209.875,1.4306903927824497
1360,NEWANEKRSWSMGD-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(O)=CC1=O,184.149,1.0,5.0,2.0,72.83,4.0,2.0,0.6,isocyclic,125.5,
1361,NEYAMIDDYNMRAU-UHFFFAOYSA-N,COC(=O)C1=C(N)C(=O)C=C(OC)C1=O,211.174,1.0,6.0,3.0,95.69,4.0,2.0,0.232,isocyclic,196.0,
1362,NFALYWDWNIYFAX-UHFFFAOYSA-N,CC1=CC(=O)C(=CC1=O)N=N#N,163.136,0.0,5.0,1.0,83.89,4.0,2.0,-0.271,isocyclic,90.5,
1366,NFTIIEFFLZTNLW-UHFFFAOYSA-N,FC1=CC(=O)C(F)=C(Cl)C1=O,178.523,0.0,2.0,0.0,34.14,4.0,2.0,0.581,isocyclic,146.5,
1367,NFXAXFIVTQYSBN-UHFFFAOYSA-N,OC1=CC(=O)C2=C(CCCN2)C1=O,179.175,2.0,4.0,0.0,66.4,4.0,2.0,0.679,heterocyclic,215.5,
1370,NGGRCEJKZWLMGV-UHFFFAOYSA-N,CC1=C(O)C(=O)C(=CC1=O)C(C)(C)C,194.23,1.0,3.0,1.0,54.37,4.0,2.0,1.862,isocyclic,200.0,1.4719601443879744
1375,NHZDNGHCAZUNFL-UHFFFAOYSA-N,CC(=O)C1=C(O)C(=O)C(O)=C(O)C1=O,198.132,3.0,6.0,1.0,111.9,4.0,2.0,1.469,isocyclic,221.0,
1378,NITAADRDBNZAEO-UHFFFAOYSA-N,CCC1=C(C(C)=O)C(=O)C=C(OC)C1=O,208.21400000000003,0.0,4.0,3.0,60.44,4.0,2.0,0.452,isocyclic,88.0,
1380,NKJRFGBPZYLOMD-UHFFFAOYSA-N,CC1=NC2=C(C=C1)C(=O)C(C)=C(N)C2=O,202.213,1.0,4.0,0.0,73.05,4.0,2.0,0.71,heterocyclic,247.0,
1381,NKKPZVTZQXKZSM-UHFFFAOYSA-N,COC1=C(OC)C(=O)C2=C(OC=C2)C1=O,208.171,0.0,4.0,2.0,65.74,4.0,2.0,0.848,heterocyclic,137.0,
1386,NLVITWPVYZJFCX-UHFFFAOYSA-N,COC1=C(N)C(=O)C2=C(C=CC=N2)C1=O,204.185,1.0,5.0,1.0,82.28,4.0,2.0,0.454,heterocyclic,201.5,
1389,NMTKHNYZKMAARB-UHFFFAOYSA-N,CNC1=CC=CC2=C1C(=O)C=CC2=O,187.198,1.0,3.0,1.0,46.17,4.0,2.0,1.086,isocyclic,162.5,
1390,NNFZGCIDKUDLTG-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1NC1=CC=CC=C1O2,213.192,1.0,3.0,0.0,55.4,4.0,2.0,1.901,,256.0,
1393,NNQISQTVBYEGFK-IWDIQUIJSA-N,[H][C@]12O[C@@]1([H])[C@@]1([H])C3=C(C(=O)C=CC3=O)[C@]2([H])C11CC1,214.221,0.0,3.0,0.0,46.67,4.0,2.0,-0.08,heterocyclic,240.5,
1394,NOGOWDCAWHPROC-UHFFFAOYSA-N,CCCCCCC1=CC(=O)C(O)=CC1=O,208.257,1.0,3.0,5.0,54.37,4.0,2.0,3.0410000000000004,isocyclic,93.5,
1395,NOHJZBWIKAMVBD-UHFFFAOYSA-N,OCC1=CC2=C(C=C1)C(=O)C=CC2=O,188.183,1.0,3.0,1.0,54.37,4.0,2.0,0.629,isocyclic,81.5,
1396,NOHYOXLHXSNNPI-UHFFFAOYSA-N,CC(C)(C)C1=C(O)C(=O)C=C(O)C1=O,196.203,2.0,4.0,1.0,74.6,4.0,2.0,2.029,isocyclic,137.0,
1397,NOQWGOIAZDVOLQ-UHFFFAOYSA-N,COC1=CC(=O)C2=C(CCCN2)C1=O,193.202,1.0,4.0,1.0,55.4,4.0,2.0,0.5710000000000001,heterocyclic,217.0,
1401,NOWZCHQSCVEMLJ-UHFFFAOYSA-N,ClC1=CCC2=C(C1)C(=O)C=CC2=O,194.617,0.0,2.0,0.0,34.14,4.0,2.0,0.409,isocyclic,95.5,
1402,NOXOPRHUVGLIBX-UHFFFAOYSA-N,CCNC1=CC(=O)C2=CC=CC=C2C1=O,201.225,1.0,3.0,2.0,46.17,4.0,2.0,2.263,isocyclic,139.98,1.0205880657738475
1404,NOYQJVWDVBANHI-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(C)=C(C)C1=O,196.203,0.0,4.0,2.0,52.6,4.0,2.0,0.614,isocyclic,63.05555555555556,1.3477232745231336
1407,NPGZGVPKRJYKCI-UHFFFAOYSA-N,CC1=CC(=O)C=C(C1=O)C(C)(C)C,178.231,0.0,2.0,1.0,34.14,4.0,2.0,1.514,isocyclic,31.5,
1409,NPWPJKMUDJMYJN-UHFFFAOYSA-N,COC(=O)C1=C(O)C(=O)C(C)=CC1=O,196.16,1.0,5.0,2.0,80.67,4.0,2.0,0.584,isocyclic,115.5,
1410,NQZPFICCTQOFJA-UHFFFAOYSA-N,CCCC1=CC(=O)C2=C(C)C=CC=C2C1=O,214.264,0.0,2.0,2.0,34.14,4.0,2.0,3.091,isocyclic,64.0,
1412,NRPUXCOOSBYMTL-UHFFFAOYSA-N,OC1=CC=C2C(=O)C=CC(=O)C2=C1O,190.155,2.0,2.0,0.0,74.6,4.0,2.0,0.789,isocyclic,181.5,
1414,NRXFCAXCYICQQA-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1CC21OCCO1,192.171,0.0,4.0,0.0,52.6,4.0,2.0,-1.237,heterocyclic,83.5,
1422,NTMDBNGFEQBNJD-UHFFFAOYSA-N,CC1=CC(=O)C2=C(N3CCCC3=N2)C1=O,202.213,0.0,4.0,0.0,51.96,4.0,2.0,0.47,heterocyclic,163.0,
1423,NTSVDERYYCGHRC-AOOOYVTPSA-N,[H][C@@]12C3=C(C(=O)C=CC3=O)[C@]1([H])C(=O)C=CC2=O,214.177,0.0,4.0,0.0,68.28,4.0,2.0,-1.824,isocyclic,260.0,
1424,NUAOBKUGFWHFNI-UHFFFAOYSA-N,COC(=O)C1=C(O)C(=O)C(C)=C(C)C1=O,210.186,1.0,5.0,2.0,80.67,4.0,2.0,0.765,isocyclic,68.0,
1425,NUWCVOFQGVZXRV-UHFFFAOYSA-N,FC1=C(Cl)C(=O)C2=CC=CC=C2C1=O,210.592,0.0,2.0,0.0,34.14,4.0,2.0,2.133,isocyclic,175.0,
1428,NVFPQXJNYQVOQJ-UHFFFAOYSA-N,O=C1C2=C(C=CS2)C(=O)C2=C1C=CN=C2,215.232,0.0,3.0,0.0,75.27,4.0,2.0,1.069,heterocyclic,192.5,
1429,NVHMEBNZDWPFLK-UHFFFAOYSA-N,CC1=NC2=C(N1)C(=O)C1=C(C=CC=N1)C2=O,213.195,1.0,5.0,0.0,75.71,4.0,2.0,0.941,heterocyclic,360.0,
1430,NVIAKQQRDKYSPY-UHFFFAOYSA-N,CCC1=C(OC)C(=O)C(OC)=CC1=O,196.203,0.0,4.0,3.0,52.6,4.0,2.0,0.897,isocyclic,59.0,
1432,NVWHLKGAADRIJI-UHFFFAOYSA-N,CC1=C(CCO)C2=C(N1)C(=O)C=CC2=O,205.213,2.0,4.0,2.0,70.16,4.0,2.0,0.445,,175.0,
1439,NXQRCOPGRGGZSC-UHFFFAOYSA-N,OC1=CC2=C(C3=C1C=CO3)C(=O)C=CC2=O,214.177,1.0,2.0,0.0,67.51,4.0,2.0,1.077,heterocyclic,220.0,
1443,NYYRKFLYEIGIDD-UHFFFAOYSA-N,COC1=C(C)C(=O)C(O)=CC1=O,168.149,1.0,4.0,1.0,63.6,4.0,2.0,0.541,isocyclic,82.0,
1449,OAXKSRYHHNHLRX-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C=C1OC=CC1=C2,198.178,0.0,2.0,0.0,47.28,4.0,2.0,1.483,heterocyclic,191.0,
1450,OAXKZJBFHJEHLL-UHFFFAOYSA-N,CC1=C(C=O)C(=O)C2=C(C=CC=C2)C1=O,200.194,0.0,3.0,1.0,51.21,4.0,2.0,1.235,isocyclic,97.5,
1451,OBAPTZMUROPBKH-UHFFFAOYSA-N,O=C1CNC2=C1C(=O)C1=C(C=CC=C1)C2=O,213.192,1.0,4.0,0.0,63.24,4.0,2.0,1.526,heterocyclic,260.0,
1453,OBGBGHKYJAOXRR-UHFFFAOYSA-N,COC1=CC(=O)C2=CC=CC=C2C1=O,188.183,0.0,3.0,1.0,43.37,4.0,2.0,1.68,isocyclic,182.9060606060606,2.404659541697831
1455,OBJBQFBKESFRIY-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C1CCCCCC1,204.269,0.0,2.0,1.0,34.14,4.0,2.0,2.857,,56.0,
1459,OCGKNRCTLZAOGW-UHFFFAOYSA-N,CN(C)C1=CC(=O)C(O)=C(C)C1=O,181.191,1.0,4.0,1.0,57.61,4.0,2.0,0.835,isocyclic,195.0,
1464,OCSNKOHWKHSRIW-ONEGZZNKSA-N,O=C1C=CC(=O)C(=C1)/C=C/N(=O)=O,179.132,0.0,2.0,2.0,79.96,4.0,2.0,0.165,isocyclic,105.0,
1466,ODCYZBFITLLXKJ-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C(C)=CC=C2)C1=O,202.21,0.0,3.0,1.0,43.37,4.0,2.0,2.117,isocyclic,150.0,2.8284271247461903
1470,ODWYRLTZMLKQQI-UHFFFAOYSA-N,CC1=C2CCCC2C2=C(C1)C(=O)C=CC2=O,214.264,0.0,2.0,0.0,34.14,4.0,2.0,1.257,isocyclic,115.0,
1473,OEIJMLHNVHTPSD-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C=C(C)S2)C1=O,208.238,0.0,3.0,1.0,71.61,4.0,2.0,0.7440000000000001,,218.5,
1483,OHLFONANHBAJJF-UHFFFAOYSA-N,COC1=CC2=C(C(=O)C=CC2=O)C(O)=C1,204.182,1.0,2.0,1.0,63.6,4.0,2.0,0.949,isocyclic,146.0,
1484,OHNSLFRMOCCULR-UHFFFAOYSA-N,CC(C)CC1=CC(=O)C=CC1=O,164.204,0.0,2.0,2.0,34.14,4.0,2.0,1.494,isocyclic,35.5,
1487,OICDUSDFJKSTBH-UHFFFAOYSA-N,CC1=C(C(=O)C(Cl)=CC1=O)N(=O)=O,201.566,0.0,2.0,1.0,79.96,4.0,2.0,0.747,isocyclic,128.0,
1488,OIMAFYNWXQWICG-UHFFFAOYSA-N,C\C(C)=N/N1N=NC2=C1C(=O)C=CC2=O,204.188,0.0,6.0,1.0,77.21,4.0,2.0,0.44,heterocyclic,141.5,
1489,OIMLWOWVDNEGEN-UHFFFAOYSA-N,COC1=CC(=O)C(OC)=C(OC)C1=O,198.175,0.0,5.0,3.0,61.83,4.0,2.0,0.4920000000000001,isocyclic,158.28571428571428,1.385051387833237
1494,OJBLOFFTJFKBCO-UHFFFAOYSA-N,CN1C(Cl)=NC2=C1C(=O)C=CC2=O,196.593,0.0,4.0,0.0,51.96,4.0,2.0,0.7070000000000001,heterocyclic,144.5,
1495,OJDBERVVTICADR-UHFFFAOYSA-N,OC1=C(C2CC2)C(=O)C2=CC=CC=C2C1=O,214.221,1.0,3.0,1.0,54.37,4.0,2.0,2.597,isocyclic,117.5,
1496,OJFBEKJSRZTJNW-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C=CO2)C1=O,162.145,0.0,2.0,0.0,47.28,4.0,2.0,0.5489999999999999,heterocyclic,100.5,
1497,OJGFTGNCFYBZIA-UHFFFAOYSA-N,CC(C)(C)NC1=CC(=O)C(Cl)=CC1=O,213.664,1.0,3.0,2.0,46.17,4.0,2.0,2.049,isocyclic,89.0,
1499,OJSKVBZJZRWMKL-UHFFFAOYSA-N,NC1=C(N2CC2)C(=O)C2=CC=CC=C2C1=O,214.224,1.0,4.0,1.0,63.17,4.0,2.0,1.7009999999999998,heterocyclic,140.5,
1500,OJVICXUQVALYQM-UHFFFAOYSA-N,CCSC1=CC(=O)C(O)=CC1=O,184.216,1.0,3.0,2.0,79.67,4.0,2.0,1.175,isocyclic,124.0,
1501,OJVJZYNKCTXMBQ-UHFFFAOYSA-N,OC(=O)C1=CC(=O)C(O)=CC1=O,168.106,2.0,5.0,1.0,91.67,4.0,2.0,0.08199999999999999,isocyclic,276.0,
1505,OLKFQJCMYMYOFC-UHFFFAOYSA-N,CC1=CC(=O)C(F)=CC1=O,140.114,0.0,2.0,0.0,34.14,4.0,2.0,0.069,isocyclic,77.5,
1506,OMDQHODQKBJJBM-UHFFFAOYSA-N,CCC(C)C1=CC(=O)C=CC1=O,164.204,0.0,2.0,2.0,34.14,4.0,2.0,1.49,isocyclic,65.5,
1511,OOEUFTBJBINKPY-UHFFFAOYSA-N,CC1=C(O)C(=O)C2=C(C(O)=CC=C2)C1=O,204.182,2.0,3.0,0.0,74.6,4.0,2.0,1.5630000000000002,isocyclic,191.375,1.4306903927824497
1513,OOGBURISNVXOFI-UHFFFAOYSA-N,CC1=C2C(=O)C3=C(CCO3)C(=O)C2=CC=C1,214.221,0.0,3.0,0.0,43.37,4.0,2.0,1.918,,169.0,
1517,OOWZGJGIQDAXCW-RQJHMYQMSA-N,C[C@@H]1CC2=C([C@H](C)O1)C(=O)C=CC2=O,192.21400000000003,0.0,3.0,0.0,43.37,4.0,2.0,0.222,heterocyclic,53.0,
1518,OPKFWRVRCVCMJH-UHFFFAOYSA-N,CC1=CC=C2C(=O)C=CC(=O)C2=C1,172.183,0.0,2.0,0.0,34.14,4.0,2.0,1.877,isocyclic,90.03846153846153,2.0705028974915027
1521,OPMYDPFOTBNRFF-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1N=NC1=CC=CN21,199.169,0.0,5.0,0.0,63.79,4.0,2.0,2.58,heterocyclic,230.0,
1523,OPRYZLRJUVFKBJ-UHFFFAOYSA-N,COC(=O)CC1=CC(=O)C(C)=CC1=O,194.187,0.0,4.0,3.0,60.44,4.0,2.0,-0.344,isocyclic,74.5,
1525,OPYIVPIOUPDXIZ-UHFFFAOYSA-N,CC1=CC(=O)C=C(CCCCC#N)C1=O,203.241,0.0,3.0,4.0,57.93,4.0,2.0,0.542,isocyclic,61.0,
1526,OQNPSNFGXPSRNB-UHFFFAOYSA-N,COC1=CC(=O)C(C(C)=O)=C(C)C1=O,194.187,0.0,4.0,2.0,60.44,4.0,2.0,-0.012,isocyclic,93.4,
1527,OQPONBLSLACUDF-UHFFFAOYSA-N,CC1=C(C)C2=C(C(=O)C=CC2=O)C(O)=C1,202.21,1.0,2.0,0.0,54.37,4.0,2.0,1.908,isocyclic,159.0,
1528,OQWABHFODHTGBH-UHFFFAOYSA-N,OCCN(CC=C)C1=CC(=O)C=CC1=O,207.229,1.0,4.0,5.0,57.61,4.0,2.0,0.212,isocyclic,134.5,
1536,OTBHDFWQZHPNPU-UHFFFAOYSA-N,O=C1C2=C(CCCC2)C(=O)C2=CC=CC=C12,212.248,0.0,2.0,0.0,34.14,4.0,2.0,2.39,isocyclic,156.9375,1.8275239396516807
1541,OTUPLEGPCSUQRB-UHFFFAOYSA-N,ClC1=CC(=O)C=C(N2CCCC2)C1=O,211.648,0.0,3.0,1.0,37.38,4.0,2.0,1.509,heterocyclic,132.5,
1544,OUJAGRAMAGJLNH-UHFFFAOYSA-N,CC1=CC2=C(O1)C(=O)C=CC2=O,162.145,0.0,2.0,0.0,47.28,4.0,2.0,0.604,heterocyclic,148.0,
1548,OVQFIGMIKAOWPJ-UHFFFAOYSA-N,OC1=CC(=O)C2=C(C(Cl)=CC=C2)C1=O,208.601,1.0,3.0,0.0,54.37,4.0,2.0,2.41,isocyclic,212.5,
1549,OWDNSTDDIZFURO-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1CCCCC2,176.215,0.0,2.0,0.0,34.14,4.0,2.0,1.291,isocyclic,82.0,
1550,OWIDKALPEWTBNC-UHFFFAOYSA-N,CC1=CC(=O)C2=C(N=CC=N2)C1=O,174.15900000000005,0.0,4.0,0.0,59.92,4.0,2.0,-0.705,heterocyclic,171.0,
1555,OXNXJIXVWGVRBG-UHFFFAOYSA-N,ClC1=CC(=O)C2=C(C=CC=N2)C1=O,193.58900000000003,0.0,3.0,0.0,47.03,4.0,2.0,0.8540000000000001,heterocyclic,177.0,
1556,OXOVKFVJTXGAMM-UHFFFAOYSA-N,CC1=CC=C(C)C(=C1)C1=CC(=O)C=CC1=O,212.248,0.0,2.0,1.0,34.14,4.0,2.0,2.504,isocyclic,77.5,
1557,OXOZIVSBDGGPFK-UHFFFAOYSA-N,CCCCC1=CC(=O)C2=C(C=CC=N2)C1=O,215.252,0.0,3.0,3.0,47.03,4.0,2.0,2.06,heterocyclic,49.5,
1558,OXXPMFLZLUGGPV-UHFFFAOYSA-N,COC1=C(O)C(=O)C(O)=C(C)C1=O,184.149,2.0,5.0,1.0,83.83,4.0,2.0,0.889,,254.0,
1565,OZJUAYOYQVWKEF-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C(C)CCC2)C1=O,206.241,0.0,3.0,1.0,43.37,4.0,2.0,1.466,isocyclic,136.0,
1566,OZNRUVSOIUGWAU-UHFFFAOYSA-N,CC(C)(C)NC1=CC(=O)C=CC1=O,179.21900000000005,1.0,3.0,2.0,46.17,4.0,2.0,1.472,isocyclic,66.5,
1568,PACSHCPUOWUZFX-UHFFFAOYSA-N,O=C1C=C(C2CC2)C(=O)C=C1C1CC1,188.226,0.0,2.0,2.0,34.14,4.0,2.0,1.39,isocyclic,130.5,
1572,PCAWTHNWPQNGOH-UHFFFAOYSA-N,CC1CC2=C(O1)C(=O)C1=CC=CC=C1C2=O,214.221,0.0,3.0,0.0,43.37,4.0,2.0,1.941,heterocyclic,166.75,0.2041241452319315
1576,PDHLOOAURBHLGG-UHFFFAOYSA-N,CN1C(C=C)=NC2=C1C(=O)C=CC2=O,188.186,0.0,4.0,1.0,51.96,4.0,2.0,0.603,heterocyclic,169.0,
1580,PENHZBWWROPJAY-UHFFFAOYSA-N,O=CCCC1=CC(=O)C2=C(C=CC=C2)C1=O,214.221,0.0,3.0,3.0,51.21,4.0,2.0,1.405,,87.5,
1583,PFAIYIKEIPOPRK-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)C=CC2=O,162.148,0.0,4.0,0.0,51.96,4.0,2.0,0.075,heterocyclic,176.5,
1588,PHCFNPFDCJMDRO-UHFFFAOYSA-N,CC(C)(C)C1=CC(=O)C(N)=C(Cl)C1=O,213.664,1.0,3.0,1.0,60.16,4.0,2.0,1.847,isocyclic,105.5,
1591,PHHHJLPIKBWEHL-UHFFFAOYSA-N,CC1(C)N=NC2=C1C(=O)C=CC2=O,176.175,0.0,4.0,0.0,58.86,4.0,2.0,0.928,,116.5,
1592,PHZCDRVIIRUKQC-UHFFFAOYSA-N,CC1=C2C(=O)C=C(O)C(=O)C2=C(C)C=C1,202.21,1.0,3.0,0.0,54.37,4.0,2.0,2.662,isocyclic,154.25,
1597,PJDBHFMMKJJSCM-UHFFFAOYSA-N,CCCCCC1=CC(=O)C(OC)=CC1=O,208.257,0.0,3.0,5.0,43.37,4.0,2.0,2.364,isocyclic,115.875,1.8498310733685928
1599,PJERCKGJJBCWEC-UHFFFAOYSA-N,C\C(C)=C/CC1=CC(=O)C=CC1=O,176.215,0.0,2.0,2.0,34.14,4.0,2.0,1.395,isocyclic,29.1,1.392838827718412
1602,PJHCREKKRYPPGM-UHFFFAOYSA-N,OCCS(=O)C1=CC(=O)C=CC1=O,200.215,1.0,4.0,3.0,90.65,4.0,2.0,-2.334,isocyclic,108.5,
1606,PJYZXRNMFQPLRZ-UHFFFAOYSA-N,CC(C)C1=C(N)C(=O)C(C)=C(O)C1=O,195.218,2.0,4.0,1.0,80.39,4.0,2.0,1.3869999999999998,isocyclic,190.0,
1610,PKVGXEYODYHVBS-UHFFFAOYSA-N,CC(C)C1=C(Cl)C(=O)C(C)=CC1=O,198.649,0.0,2.0,1.0,34.14,4.0,2.0,1.679,isocyclic,41.5,
1613,PLCGBNBILRGXEV-UHFFFAOYSA-N,CC1=CC(=O)C(=C(C)C1=O)N(=O)=O,181.148,0.0,2.0,1.0,79.96,4.0,2.0,0.35100000000000003,isocyclic,70.0,
1614,PLDWLDNSBULGLD-UHFFFAOYSA-N,CC1=CC2=C(N1)C(=O)C(C)=C(C)C2=O,189.21400000000003,1.0,3.0,0.0,49.93,4.0,2.0,1.505,heterocyclic,239.0,
1615,PLGZQKSPFXCKIA-UHFFFAOYSA-N,O=C1CCCC2=C1C(=O)C=CC2=O,176.172,0.0,3.0,0.0,51.21,4.0,2.0,-0.444,isocyclic,91.5,
1616,PLQVZJVCENJYME-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C3CCC=CC3N2)C1=O,215.252,1.0,3.0,0.0,46.17,4.0,2.0,1.244,heterocyclic,116.5,
1617,PLWFYFNVULWPOA-UHFFFAOYSA-N,CC(C)CSC1=CC(=O)C=CC1=O,196.27,0.0,2.0,3.0,59.44,4.0,2.0,1.482,isocyclic,92.5,
1619,PMNQVPBJGHMOAE-UHFFFAOYSA-N,CC1=CN(CC=C)C2=C1C(=O)C=C(C)C2=O,215.252,0.0,3.0,2.0,39.07,4.0,2.0,1.759,heterocyclic,87.0,
1623,PNGIHAPOVNBFSZ-UHFFFAOYSA-N,CCOC(=O)C1=CC(=O)C=CC1=O,180.16,0.0,4.0,3.0,60.44,4.0,2.0,0.049,isocyclic,22.0,0.0
1627,POJNEPOPFVPIIX-UHFFFAOYSA-N,FC1=CC=C(C=C1)C1=CC(=O)C=CC1=O,202.185,0.0,2.0,1.0,34.14,4.0,2.0,1.791,isocyclic,154.7,2.4617067250182343
1629,POORWRHSEGVNTK-UHFFFAOYSA-N,CC1=NOC2=C1C(=O)C(N)=C(Cl)C2=O,212.592,1.0,3.0,0.0,86.19,4.0,2.0,1.098,heterocyclic,222.5,
1630,POZPGRADIOPGIR-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C=CC1=C2C=CC=C1,208.216,0.0,2.0,0.0,34.14,4.0,2.0,2.7060000000000004,isocyclic,150.40384615384616,3.9266574912073042
1632,PPDXWBLLORUJMO-UHFFFAOYSA-N,CC(=O)OCC1=CC(=O)C=CC1=O,180.16,0.0,4.0,3.0,60.44,4.0,2.0,-0.344,isocyclic,127.0,1.4142135623730951
1634,PPGJPDLEIQIGMY-UHFFFAOYSA-N,CN1C(C)=CC2=C1C(=O)C=C(C)C2=O,189.21400000000003,0.0,3.0,0.0,39.07,4.0,2.0,1.199,,108.5,
1635,PPISKFDMCDVAEI-UHFFFAOYSA-N,CC1=C2C(=O)C3=C(C=CO3)C(=O)C2=CC=C1,212.205,0.0,2.0,0.0,47.28,4.0,2.0,2.4730000000000003,,231.0,
1636,PPPJAVUFZDEQQV-UHFFFAOYSA-N,CC(=O)C1=C(C)N=CC2=C1C(=O)C=CC2=O,215.208,0.0,4.0,1.0,64.1,4.0,2.0,0.38,,147.0,
1638,PQNHHKKURRTHRZ-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1COC2,150.134,0.0,3.0,0.0,43.37,4.0,2.0,-0.922,,131.0,
1639,PQOMBLIXMPBZCO-UHFFFAOYSA-N,COC1=CC(=O)C(OC)=C(C(C)=O)C1=O,210.186,0.0,5.0,3.0,69.67,4.0,2.0,0.047,isocyclic,131.0,0.0
1641,PRIIOEFXMQHTJC-UHFFFAOYSA-N,O=C1C=CC(=O)C(CCC#N)=C1,161.16,0.0,3.0,2.0,57.93,4.0,2.0,-0.5660000000000001,,55.0,
1642,PRIYDLUXFBTENF-UHFFFAOYSA-N,NC1=C2C(=O)C=CC(=O)C2=CC=C1,173.171,1.0,3.0,0.0,60.16,4.0,2.0,0.623,isocyclic,186.29166666666666,4.761863839109874
1646,PROYGIQBNOAEGF-UHFFFAOYSA-N,O=C1C2=C(OC=CC2)C(=O)C2=C1C=CC=C2,212.205,0.0,3.0,0.0,43.37,4.0,2.0,1.908,heterocyclic,210.5,
1647,PRXLTQHZFOXZPX-UHFFFAOYSA-N,CC(=O)NC1=CC(=O)C(O)=CC1=O,181.148,2.0,5.0,2.0,83.47,4.0,2.0,0.128,isocyclic,170.0,
1648,PRZKNLCWGTVGRV-UHFFFAOYSA-N,CC1=C(OC=C1)C1=C(C#N)C(=O)C=CC1=O,213.192,0.0,3.0,1.0,71.07,4.0,2.0,0.152,heterocyclic,118.0,
1649,PSSBSFKHHIPASL-UHFFFAOYSA-N,OC1=CC(=O)C2=C(C=CN2)C1=O,163.13299999999995,2.0,4.0,0.0,70.16,4.0,2.0,1.255,heterocyclic,195.0,
